snp_index,position,Diversity_Hawaiian-population,Diversity_non-Hawaiian_population,CHROM,Fst
55713,8184472,0.001404104,9.06E-04,X,0.089231394
55728,8185297,0.001561915,9.86E-04,X,0.080127595
55735,8185748,0.00154725,8.94E-04,X,0.081619801
55741,8186306,0.00143212,8.25E-04,X,0.079808195
55742,8186417,0.001387688,7.74E-04,X,0.0830307
55753,8187173,0.001392941,8.22E-04,X,0.088687242
55768,8188734,0.001242572,7.10E-04,X,0.085900543
55787,8189876,0.001374118,8.74E-04,X,0.075880507
55798,8193355,0.001276717,8.46E-04,X,0.066937511
55809,8194271,0.001272339,9.63E-04,X,0.104849815
55822,8195241,0.001399508,0.001002937,X,0.13087422
55838,8196190,0.001324651,9.89E-04,X,0.133472564
55846,8196847,0.00133844,0.001092828,X,0.129617442
55851,8197398,0.001416142,0.001176331,X,0.124470234
55859,8198153,0.001654063,0.001344431,X,0.116253175
55868,8198589,0.001644213,0.001317355,X,0.109640239
55878,8199079,0.00151223,0.001265269,X,0.112572837
55894,8200677,0.001441751,0.001097738,X,0.126589782
55908,8202280,0.0015571,0.00104916,X,0.125638261
55918,8202925,0.001521642,9.37E-04,X,0.092958414
55931,8203981,0.001354637,8.36E-04,X,0.068603325
55939,8205051,0.00125264,7.97E-04,X,0.077956633
55947,8205764,0.001198358,7.37E-04,X,0.100012165
55962,8206751,0.001328153,8.59E-04,X,0.097051374
55978,8207926,0.001343037,8.50E-04,X,0.092423813
55993,8210358,0.001508728,9.69E-04,X,0.10339702
56007,8211432,0.001786265,0.001174965,X,0.097731634
56019,8212117,0.001823037,0.001316291,X,0.087733807
56029,8212723,0.001633051,0.001220154,X,0.090588525
56037,8213112,0.001706813,0.001349748,X,0.095782513
56041,8213439,0.001653406,0.001318418,X,0.094536825
56044,8213445,0.001551628,0.001213568,X,0.089943189
56058,8214131,0.001913653,0.001376292,X,0.093320838
56070,8214653,0.00178342,0.001183028,X,0.101540967
56084,8215718,0.001696963,0.001113598,X,0.1198658
56102,8220294,0.001597155,0.001034458,X,0.125826197
56118,8221144,0.001458824,9.38E-04,X,0.144775014
56128,8222916,0.00129357,7.16E-04,X,0.168577811
56134,8223008,0.00142052,8.14E-04,X,0.162012488
56143,8223673,0.00133275,7.27E-04,X,0.169689006
56150,8224121,0.001472613,7.35E-04,X,0.167110846
56158,8224776,0.00155907,7.49E-04,X,0.16301957
56173,8226302,0.001203611,5.47E-04,X,0.157882404
56184,8227606,0.001281094,7.19E-04,X,0.170203378
56199,8228588,0.00128788,7.82E-04,X,0.170638939
56209,8229303,0.001163995,7.38E-04,X,0.159229494
56221,8230407,0.001179535,7.26E-04,X,0.152716308
56231,8231102,0.001199891,7.85E-04,X,0.152912688
56241,8231433,0.001120876,7.03E-04,X,0.155966637
56255,8232275,0.001276498,6.75E-04,X,0.160195466
56272,8234181,0.001359015,7.48E-04,X,0.157616245
56282,8234926,0.001347633,7.41E-04,X,0.163816396
56292,8235968,0.001479179,7.91E-04,X,0.165266523
56306,8237403,0.001533461,6.81E-04,X,0.153217104
56321,8238120,0.001556224,5.46E-04,X,0.15792625
56330,8238489,0.001625828,5.05E-04,X,0.161465861
56345,8239890,0.001560164,4.54E-04,X,0.167916584
56355,8240814,0.001480274,4.10E-04,X,0.164344912
56364,8241663,0.001461231,4.43E-04,X,0.163442764
56375,8242578,0.001271464,4.18E-04,X,0.158339024
56390,8243834,0.001195075,3.55E-04,X,0.166948399
56397,8244273,0.001206019,3.97E-04,X,0.165852151
56404,8244717,0.001085855,3.85E-04,X,0.167908193
56419,8246152,0.001037921,3.58E-04,X,0.164648377
56432,8248177,0.001019754,4.39E-04,X,0.127669581
56440,8248833,0.001032886,4.92E-04,X,0.149550749
56448,8249457,9.12E-04,4.43E-04,X,0.142836075
56454,8251001,8.67E-04,4.13E-04,X,0.147346573
56464,8251463,8.90E-04,4.30E-04,X,0.172235049
56475,8252308,9.58E-04,4.20E-04,X,0.168969139
56484,8252868,8.51E-04,4.15E-04,X,0.162752691
56492,8256339,7.84E-04,3.84E-04,X,0.156967041
56499,8256447,8.35E-04,3.54E-04,X,0.154571175
56518,8257939,8.28E-04,3.52E-04,X,0.159331739
56525,8258625,6.51E-04,2.54E-04,X,0.191771781
56532,8259633,6.71E-04,2.13E-04,X,0.169062686
56539,8260509,8.78E-04,2.38E-04,X,0.18015635
56548,8261104,0.001136635,3.61E-04,X,0.186419987
56558,8261530,0.001101176,3.58E-04,X,0.167354601
56573,8263901,0.001191573,4.13E-04,X,0.187343546
56584,8264737,0.001331874,4.15E-04,X,0.187208157
56597,8265601,0.001533242,4.40E-04,X,0.189929698
56604,8265890,0.001498878,4.30E-04,X,0.194618893
56624,8267622,0.001618605,4.98E-04,X,0.191121478
56631,8268418,0.001903584,5.86E-04,X,0.186274263
56641,8268939,0.0018342,6.20E-04,X,0.184115675
56655,8269918,0.001753871,6.88E-04,X,0.175394585
56670,8271560,0.00165844,7.13E-04,X,0.17433552
56678,8271824,0.001776416,7.54E-04,X,0.169433767
56691,8272476,0.001825007,7.30E-04,X,0.153525756
56704,8273840,0.001805527,8.02E-04,X,0.151234903
56714,8274606,0.001691272,8.55E-04,X,0.142649873
56722,8274955,0.001680109,9.58E-04,X,0.137126895
56738,8276069,0.001612476,0.001000441,X,0.137776897
56751,8277695,0.001479398,9.86E-04,X,0.135098887
56760,8278174,0.001453352,9.50E-04,X,0.134056894
56773,8280076,0.001409357,9.62E-04,X,0.163092063
56784,8281210,0.001482462,0.001005979,X,0.142403766
56790,8281684,0.001376306,9.52E-04,X,0.147746411
56795,8282169,0.001130725,8.93E-04,X,0.152709474
56803,8283194,9.85E-04,8.30E-04,X,0.154646471
56809,8283448,9.74E-04,7.62E-04,X,0.168266057
56818,8284606,0.001074254,7.12E-04,X,0.160374752
56832,8285906,0.001120876,6.30E-04,X,0.16115257
56845,8289727,0.001205581,6.77E-04,X,0.156712922
56854,8290618,0.001292695,6.61E-04,X,0.168743969
56869,8291802,0.001508509,7.91E-04,X,0.12754252
56877,8292142,0.001413735,7.18E-04,X,0.138024599
56885,8292843,0.001581833,7.87E-04,X,0.133229197
56887,8292983,0.001616197,7.93E-04,X,0.131850242
56895,8293323,0.001751683,8.22E-04,X,0.130734438
56910,8294703,0.001999453,8.78E-04,X,0.133829049
56918,8295821,0.001872722,8.40E-04,X,0.137434594
56928,8296723,0.001693242,8.13E-04,X,0.129308977
56942,8298654,0.00167026,7.72E-04,X,0.136637294
56947,8298919,0.001522079,7.69E-04,X,0.126782948
56956,8299405,0.001223529,5.35E-04,X,0.134066074
56959,8299469,0.001081915,4.16E-04,X,0.13647567
56966,8299720,8.71E-04,2.97E-04,X,0.146580691
56968,8299825,8.37E-04,2.91E-04,X,0.149889122
56975,8300048,7.24E-04,2.41E-04,X,0.155970038
56991,8302155,4.48E-04,2.57E-04,X,0.11901887
57002,8309228,5.35E-04,2.51E-04,X,0.119296928
57009,8310099,5.41E-04,2.08E-04,X,0.123389064
57020,8310599,4.50E-04,1.46E-04,X,0.108325268
57027,8311091,7.12E-04,3.88E-04,X,0.120859229
57032,8311788,8.04E-04,4.57E-04,X,0.1554642
57032,8311788,8.04E-04,4.57E-04,X,0.1554642
57037,8312324,9.95E-04,5.18E-04,X,0.152304496
57043,8312892,0.001142107,6.84E-04,X,0.159547765
57052,8313269,0.001288974,8.12E-04,X,0.179706596
57057,8314026,0.001244104,7.62E-04,X,0.200962641
57065,8314238,0.001113434,7.44E-04,X,0.209256253
57069,8316376,0.001033324,7.39E-04,X,0.214453041
57074,8316565,9.11E-04,7.22E-04,X,0.21672212
57084,8317599,7.25E-04,5.45E-04,X,0.233673997
57089,8318060,6.33E-04,4.76E-04,X,0.216454479
57093,8318288,8.93E-04,5.92E-04,X,0.198588534
57106,8323381,7.73E-04,6.04E-04,X,0.199448742
57115,8325458,7.32E-04,5.45E-04,X,0.186226013
57129,8326728,7.14E-04,5.15E-04,X,0.157916263
57130,8326790,6.78E-04,4.64E-04,X,0.1302861
57139,8327687,8.99E-04,5.80E-04,X,0.144644519
57147,8328541,0.001195513,6.89E-04,X,0.149838417
57151,8328788,0.001340629,7.25E-04,X,0.157582429
57160,8330172,0.001377401,6.85E-04,X,0.163562565
57163,8330233,0.001461231,6.85E-04,X,0.161208933
57167,8330462,0.0012058,5.69E-04,X,0.165070926
57174,8331042,0.001134446,4.96E-04,X,0.170871403
57178,8331273,0.001028509,3.89E-04,X,0.180427003
57185,8331678,8.63E-04,2.87E-04,X,0.181910147
57186,8331701,8.63E-04,3.03E-04,X,0.180208271
57194,8332620,6.43E-04,1.87E-04,X,0.176170332
57203,8333457,3.46E-04,7.75E-05,X,0.183647374
57213,8334357,4.55E-04,1.21E-04,X,0.200161094
57221,8342366,3.88E-04,9.77E-05,X,0.195305319
57226,8342833,3.86E-04,1.57E-04,X,0.238551068
57229,8342961,4.51E-04,1.58E-04,X,0.227992914
57236,8344911,6.48E-04,3.81E-04,X,0.21899343
57243,8345659,7.55E-04,4.44E-04,X,0.223184222
57248,8346482,9.08E-04,4.68E-04,X,0.216110336
57253,8346721,0.001018003,5.73E-04,X,0.211177331
57257,8346853,0.001054774,6.50E-04,X,0.221582516
57268,8347825,0.001348071,8.70E-04,X,0.218536036
57280,8348847,0.001200985,8.00E-04,X,0.209529821
57287,8349788,0.001298386,8.35E-04,X,0.210473829
57292,8350248,0.001318523,7.86E-04,X,0.204002034
57303,8351184,0.001420082,9.09E-04,X,0.207738021
57315,8351610,0.001400602,7.09E-04,X,0.207353904
57330,8352624,0.001568482,7.39E-04,X,0.20760953
57342,8354048,0.001614227,7.26E-04,X,0.209238241
57348,8355176,0.001508947,6.18E-04,X,0.21215228
57355,8355405,0.001562791,5.44E-04,X,0.199150046
57371,8356963,0.00151223,4.31E-04,X,0.195047123
57382,8357504,0.001577893,4.61E-04,X,0.196743975
57393,8358498,0.001611819,5.39E-04,X,0.194885736
57401,8358947,0.001722572,6.31E-04,X,0.191397888
57413,8361050,0.001677702,6.42E-04,X,0.172968431
57421,8361844,0.001628673,6.31E-04,X,0.171173925
57433,8362791,0.001431902,5.88E-04,X,0.168969228
57444,8363642,0.001321587,5.98E-04,X,0.167482789
57449,8364430,0.001519672,6.93E-04,X,0.160530025
57458,8365167,0.001575267,7.13E-04,X,0.163037879
57470,8366660,0.001495157,7.10E-04,X,0.150802798
57483,8368774,0.001675732,9.59E-04,X,0.147178966
57494,8370112,0.001657565,8.98E-04,X,0.140407139
57505,8371021,0.001545499,9.11E-04,X,0.144020948
57509,8371333,0.00146539,8.24E-04,X,0.15314644
57519,8372164,0.00138156,8.39E-04,X,0.147987704
57528,8372724,0.001438249,8.27E-04,X,0.138498139
57537,8373426,0.001542435,9.33E-04,X,0.132676078
57547,8374330,0.001448317,8.88E-04,X,0.145026199
57554,8374811,0.001327497,8.65E-04,X,0.142839549
57567,8377051,0.001213899,8.22E-04,X,0.163451456
57579,8378057,0.00103617,6.11E-04,X,0.160565171
57591,8379078,9.86E-04,5.79E-04,X,0.162864055
57601,8379997,0.001018222,5.31E-04,X,0.161487167
57607,8381236,0.001096799,6.47E-04,X,0.165465615
57618,8382437,0.001167059,6.76E-04,X,0.159638679
57628,8383443,0.00106725,6.52E-04,X,0.157401826
57637,8383996,9.34E-04,5.56E-04,X,0.163305044
57643,8384591,8.26E-04,4.94E-04,X,0.151630317
57646,8384725,8.26E-04,4.93E-04,X,0.15122738
57656,8385697,9.12E-04,5.39E-04,X,0.114632946
57666,8386317,8.48E-04,5.17E-04,X,0.1238839
57676,8387877,8.30E-04,5.71E-04,X,0.119707188
57686,8390730,8.81E-04,6.60E-04,X,0.10312999
57696,8391859,8.44E-04,5.68E-04,X,0.099761954
57710,8393560,9.41E-04,5.99E-04,X,0.111453259
57718,8394046,9.86E-04,6.68E-04,X,0.142124476
57723,8394324,9.78E-04,6.40E-04,X,0.144671514
57727,8395413,0.001037483,6.60E-04,X,0.141136228
57732,8395691,0.001100958,7.21E-04,X,0.149544183
57738,8396294,0.001079289,6.26E-04,X,0.166234741
57743,8396536,9.69E-04,5.71E-04,X,0.16890292
57747,8396649,8.78E-04,4.93E-04,X,0.178760565
57754,8397382,7.34E-04,3.47E-04,X,0.19428793
57764,8399223,7.07E-04,3.25E-04,X,0.194596593
57778,8401438,6.22E-04,2.70E-04,X,0.19731432
57787,8405271,6.50E-04,2.58E-04,X,0.15574955
57794,8405810,7.45E-04,3.87E-04,X,0.212564834
57798,8406342,6.86E-04,3.67E-04,X,0.2219778
57801,8406838,5.96E-04,3.06E-04,X,0.221959935
57803,8406870,4.83E-04,2.94E-04,X,0.224303885
57803,8406870,4.83E-04,2.94E-04,X,0.224303885
57803,8406870,4.83E-04,2.94E-04,X,0.224303885
57806,8406995,4.43E-04,2.85E-04,X,0.230143454
57811,8407201,3.82E-04,2.35E-04,X,0.237800613
57817,8408104,2.55E-04,2.03E-04,X,0.280337264
57822,8408343,1.46E-04,1.33E-04,X,0.344815385
57828,8428852,0,2.55E-06,X,0.010752688
57829,8429881,8.97E-06,5.68E-05,X,0.125190925
57837,8430748,2.00E-04,1.30E-04,X,0.198638928
57838,8430843,2.10E-04,1.54E-04,X,0.190902146
57842,8430920,3.27E-04,1.69E-04,X,0.193297167
57849,8431410,4.87E-04,2.05E-04,X,0.179674126
57855,8432853,6.09E-04,2.31E-04,X,0.186072681
57855,8432853,6.09E-04,0.00023914,X,0.184874627
57858,8433087,8.02E-04,2.71E-04,X,0.204335969
57863,8433352,9.07E-04,4.31E-04,X,0.238638392
57869,8433901,0.001054555,4.36E-04,X,0.23623379
57875,8434190,0.001168372,4.04E-04,X,0.235499453
57889,8437235,0.001193324,3.79E-04,X,0.237165891
57896,8437768,0.001347196,4.92E-04,X,0.246801134
57906,8438939,0.001352668,4.93E-04,X,0.244304794
57920,8440136,0.001384843,5.13E-04,X,0.245473439
57926,8440593,0.001262709,4.88E-04,X,0.247952436
57926,8440593,0.001262709,4.79E-04,X,0.248719042
57930,8440749,0.001074036,4.76E-04,X,0.243615286
57941,8441725,0.001196826,3.54E-04,X,0.216093829
57956,8443270,0.001271026,3.94E-04,X,0.213755682
57967,8443928,0.001446566,4.13E-04,X,0.217183019
57979,8447541,0.001442627,4.60E-04,X,0.227333844
57990,8448396,0.001364706,3.57E-04,X,0.214247375
57998,8448725,0.001276717,3.53E-04,X,0.213783129
58012,8449570,0.001230096,3.87E-04,X,0.231712595
58014,8449727,0.001334938,4.07E-04,X,0.23361652
58021,8450397,0.0014829,4.45E-04,X,0.224997604
58026,8450967,0.001543967,4.36E-04,X,0.224954368
58035,8451957,0.001372804,4.62E-04,X,0.239045665
58044,8453184,0.001151081,4.15E-04,X,0.245546218
58057,8454232,0.001230534,5.07E-04,X,0.263252593
58071,8455592,0.001269932,6.11E-04,X,0.261989717
58082,8457141,0.001281313,6.13E-04,X,0.259334947
58089,8459228,0.001356826,6.14E-04,X,0.258660928
58104,8460375,0.001532585,5.71E-04,X,0.245678915
58113,8460778,0.00159803,5.89E-04,X,0.239909049
58124,8461836,0.001650999,5.94E-04,X,0.251209859
58130,8462295,0.001690178,5.94E-04,X,0.253466249
58139,8463167,0.00179896,7.07E-04,X,0.259441712
58144,8463391,0.002010616,8.11E-04,X,0.252898648
58154,8464085,0.001693023,6.81E-04,X,0.240739465
58166,8464856,0.001572202,5.03E-04,X,0.232819219
58178,8466465,0.001595841,4.79E-04,X,0.233660939
58183,8467522,0.001515075,4.66E-04,X,0.235347699
58197,8468419,0.001345007,4.35E-04,X,0.235054097
58208,8469915,0.001235787,4.52E-04,X,0.237311373
58218,8471011,0.001128755,4.75E-04,X,0.23600123
58221,8471195,0.001136635,5.24E-04,X,0.245012563
58233,8473155,0.001089357,4.15E-04,X,0.223651802
58242,8473974,9.32E-04,3.15E-04,X,0.224901395
58251,8475222,9.73E-04,3.44E-04,X,0.223919371
58258,8475756,8.63E-04,4.97E-04,X,0.23665474
58272,8477843,0.001156553,6.46E-04,X,0.254976174
58280,8478536,0.001320055,6.86E-04,X,0.253816272
58292,8479927,0.001440876,7.34E-04,X,0.257071278
58305,8481589,0.001732202,7.73E-04,X,0.255372761
58318,8482169,0.001938167,7.63E-04,X,0.250075799
58326,8482810,0.001974938,7.39E-04,X,0.244099885
58341,8483994,0.002104514,7.76E-04,X,0.238841837
58350,8484649,0.002237592,8.25E-04,X,0.237686633
58364,8485118,0.0024858,8.78E-04,X,0.234763025
58372,8485440,0.002605746,8.64E-04,X,0.240760706
58386,8486873,0.002303475,7.49E-04,X,0.229879603
58394,8487361,0.002211108,7.28E-04,X,0.229928323
58401,8487768,0.001939699,6.64E-04,X,0.22932576
58415,8488587,0.001690178,6.44E-04,X,0.228453395
58423,8489264,0.001390315,5.88E-04,X,0.22904672
58434,8489790,0.001301669,5.63E-04,X,0.221392693
58452,8491772,0.001189822,5.25E-04,X,0.218769825
58468,8494902,0.001260958,5.08E-04,X,0.21107389
58484,8497228,0.001121094,5.01E-04,X,0.207052772
58496,8497994,0.00107513,3.68E-04,X,0.162981403
58506,8498372,0.001111464,3.42E-04,X,0.163818123
58510,8498631,0.001060903,3.46E-04,X,0.164963327
58513,8498789,0.001116717,3.59E-04,X,0.163109253
58526,8499584,0.001203393,3.71E-04,X,0.152260462
58531,8499906,0.001341943,3.91E-04,X,0.155856585
58544,8500655,0.001504788,4.52E-04,X,0.180603582
58561,8503322,0.001561696,5.76E-04,X,0.204804834
58579,8504947,0.001473269,5.83E-04,X,0.207523211
58589,8505660,0.00128591,5.15E-04,X,0.21339447
58599,8506490,0.001224405,6.19E-04,X,0.226215561
58603,8506696,0.0010771,6.00E-04,X,0.230963902
58615,8507491,0.001350479,6.47E-04,X,0.22591575
58623,8507861,0.001467798,6.59E-04,X,0.226043075
58636,8508818,0.001345007,6.03E-04,X,0.235616723
58649,8510614,0.001501505,6.47E-04,X,0.233762865
58661,8512717,0.001337565,5.84E-04,X,0.226501699
58671,8513165,0.001144952,3.94E-04,X,0.204202352
58682,8514177,0.001051929,4.32E-04,X,0.197863458
58693,8515047,0.001217839,5.58E-04,X,0.207975062
58701,8515654,0.001353762,5.38E-04,X,0.209950394
58709,8516494,0.001494063,6.31E-04,X,0.21377584
58719,8518033,0.001170123,6.10E-04,X,0.22765115
58725,8519022,0.001017784,6.34E-04,X,0.240131692
58737,8519740,0.001120876,6.59E-04,X,0.232470422
58754,8521064,0.00104974,6.42E-04,X,0.232301207
58762,8521694,0.001083228,6.61E-04,X,0.227665041
58775,8524210,0.001369302,7.13E-04,X,0.231940015
58785,8525179,0.001566074,7.22E-04,X,0.238529845
58797,8525938,0.001440657,6.43E-04,X,0.235413036
58809,8526641,0.001392285,6.90E-04,X,0.227382087
58825,8527563,0.001429713,7.29E-04,X,0.228525187
58830,8527911,0.001554473,8.01E-04,X,0.228266645
58839,8528367,0.001808372,8.17E-04,X,0.21947468
58850,8529177,0.001728919,7.65E-04,X,0.221308697
58859,8530170,0.001505007,7.18E-04,X,0.224561449
58872,8531523,0.001488591,7.37E-04,X,0.22302693
58891,8532849,0.001358577,7.48E-04,X,0.216738036
58903,8533842,0.001127661,6.78E-04,X,0.213428158
58912,8534182,0.001131601,7.69E-04,X,0.213854931
58924,8536349,0.001176689,7.28E-04,X,0.232324643
58933,8536814,0.001003557,5.96E-04,X,0.228876686
58943,8537507,9.71E-04,5.12E-04,X,0.202684019
58956,8538489,7.81E-04,4.96E-04,X,0.210510002
58962,8539586,7.05E-04,4.99E-04,X,0.214951642
58966,8539686,8.33E-04,5.25E-04,X,0.210089393
58974,8540366,7.56E-04,4.70E-04,X,0.217443888
58986,8542341,7.56E-04,5.54E-04,X,0.2002325
58997,8543453,8.11E-04,6.27E-04,X,0.208602751
59009,8545290,9.74E-04,5.91E-04,X,0.206763654
59020,8547781,8.56E-04,5.23E-04,X,0.174443453
59028,8548393,9.83E-04,6.06E-04,X,0.179126828
59037,8549204,9.62E-04,5.81E-04,X,0.187739864
59044,8549822,9.06E-04,5.70E-04,X,0.176263536
59050,8550035,0.001005527,6.26E-04,X,0.190726825
59060,8551076,0.001052585,7.34E-04,X,0.18144727
59070,8551700,0.001291163,8.48E-04,X,0.189861419
59078,8552565,0.001200766,6.99E-04,X,0.195997653
59087,8554211,0.001253078,6.73E-04,X,0.196816962
59099,8555560,0.001173187,5.85E-04,X,0.198755092
59107,8556138,0.001168591,5.46E-04,X,0.198005851
59119,8556536,0.001172312,5.38E-04,X,0.209188653
59128,8557203,0.001180629,0.000603893,X,0.215111599
59138,8558631,0.001252421,6.48E-04,X,0.229647642
59151,8560147,0.001271902,6.92E-04,X,0.213557623
59167,8562270,0.001311956,6.25E-04,X,0.212406597
59183,8563604,0.001201423,5.72E-04,X,0.220867177
59195,8564326,0.001327059,6.10E-04,X,0.216894606
59200,8564526,0.00120383,5.44E-04,X,0.213080413
59205,8564632,0.001055431,5.19E-04,X,0.213703907
59209,8565023,0.001038358,5.19E-04,X,0.217212705
59220,8565654,9.75E-04,5.85E-04,X,0.214169535
59230,8566254,9.81E-04,5.77E-04,X,0.214277603
59243,8567450,0.001033324,5.60E-04,X,0.18788473
59254,8567925,9.46E-04,4.58E-04,X,0.194114713
59268,8571367,7.79E-04,3.95E-04,X,0.208668095
59282,8572720,7.62E-04,4.26E-04,X,0.193475448
59291,8573481,5.74E-04,3.87E-04,X,0.201813509
59293,8573780,5.47E-04,3.87E-04,X,0.206309451
59293,8573780,5.47E-04,3.87E-04,X,0.206309451
59294,8573791,5.19E-04,3.77E-04,X,0.209788165
59300,8575020,4.47E-04,2.36E-04,X,0.190113578
59305,8575354,3.62E-04,1.64E-04,X,0.160583145
59310,8576043,2.09E-04,9.88E-05,X,0.185274637
59318,8576553,2.52E-04,1.30E-04,X,0.164364965
59325,8577012,2.47E-04,1.27E-04,X,0.167753605
59333,8584842,1.36E-04,3.52E-05,X,0.07732019
59334,8584873,1.32E-04,3.52E-05,X,0.079004622
59334,8584873,1.32E-04,3.52E-05,X,0.079004622
59334,8584873,1.32E-04,3.52E-05,X,0.079004622
59334,8584873,1.32E-04,3.52E-05,X,0.079004622
59334,8584873,1.32E-04,3.52E-05,X,0.079004622
59334,8584873,1.32E-04,3.52E-05,X,0.079004622
59334,8584873,1.32E-04,3.52E-05,X,0.079004622
59341,8585481,1.03E-04,3.95E-05,X,0.166151115
59350,8595158,1.84E-04,2.14E-04,X,0.298730379
59352,8595185,3.08E-04,2.77E-04,X,0.235289413
59362,8596896,6.43E-04,4.26E-04,X,0.17738914
59370,8597273,7.36E-04,5.16E-04,X,0.19072353
59375,8597473,8.16E-04,5.39E-04,X,0.183123925
59383,8598006,0.001042517,6.68E-04,X,0.243489523
59391,8598765,0.001262271,6.96E-04,X,0.246228752
59393,8598895,0.001329248,7.45E-04,X,0.239978271
59396,8598981,0.001397975,7.49E-04,X,0.235068866
59403,8599491,0.00137368,7.68E-04,X,0.243295513
59420,8600812,0.001580958,6.15E-04,X,0.218341161
59424,8601072,0.001475896,5.51E-04,X,0.22928252
59442,8602185,0.00134632,4.76E-04,X,0.263742226
59454,8604253,0.001323338,3.87E-04,X,0.256887144
59464,8605134,0.001342599,5.25E-04,X,0.291631721
59477,8605755,0.001284159,4.43E-04,X,0.24774994
59491,8607240,0.001150643,4.29E-04,X,0.237348769
59501,8607975,0.001394254,4.61E-04,X,0.257037358
59511,8608331,0.001468892,4.91E-04,X,0.254759305
59529,8610653,0.001649029,6.16E-04,X,0.2720851
59545,8612030,0.001424679,6.07E-04,X,0.279422679
59548,8612213,0.001463858,6.16E-04,X,0.289637309
59563,8613269,0.001492969,5.70E-04,X,0.27862706
59574,8614084,0.00164093,6.40E-04,X,0.285172126
59581,8614288,0.0016313,4.96E-04,X,0.256304451
59590,8614633,0.001598687,4.98E-04,X,0.26129672
59598,8614955,0.00155513,5.36E-04,X,0.26355106
59606,8615513,0.001244542,4.54E-04,X,0.255373729
59619,8617583,0.001353105,4.51E-04,X,0.253680786
59643,8619573,0.001277373,3.74E-04,X,0.214918376
59651,8621099,0.00129357,3.98E-04,X,0.233295319
59653,8621124,0.001236005,3.88E-04,X,0.218457556
59666,8623682,0.001257674,4.15E-04,X,0.238724178
59677,8624469,0.001158741,4.15E-04,X,0.238366805
59681,8624692,0.00106922,3.97E-04,X,0.247658527
59684,8624695,9.34E-04,3.49E-04,X,0.250052061
59686,8624875,8.91E-04,2.98E-04,X,0.25612258
59691,8625372,0.001012093,3.21E-04,X,0.245431125
59705,8627825,9.78E-04,3.21E-04,X,0.248407187
59719,8632246,9.97E-04,2.41E-04,X,0.267397879
59723,8632589,8.74E-04,2.04E-04,X,0.259952946
59723,8632589,8.74E-04,2.04E-04,X,0.259952946
59732,8633086,7.01E-04,1.70E-04,X,0.247384845
59739,8633553,6.00E-04,1.32E-04,X,0.22206403
59740,8633583,6.09E-04,1.33E-04,X,0.219552192
59746,8634109,8.31E-04,2.86E-04,X,0.253711636
59749,8634262,9.59E-04,3.16E-04,X,0.251254044
59754,8637898,8.38E-04,2.93E-04,X,0.263032462
59761,8639853,6.20E-04,2.62E-04,X,0.280699951
59765,8640143,4.61E-04,2.37E-04,X,0.26590694
59765,8640143,4.61E-04,2.37E-04,X,0.26590694
59765,8640143,4.61E-04,2.37E-04,X,0.26590694
59767,8640333,3.78E-04,2.18E-04,X,0.275085632
59769,8640471,3.59E-04,1.84E-04,X,0.287226286
59770,8640483,3.50E-04,1.83E-04,X,0.291351473
59777,8641493,1.28E-04,2.95E-05,X,0.233321823
59782,8652897,5.30E-05,1.57E-05,X,0.252533129
59784,8652999,1.58E-04,3.70E-05,X,0.254120749
59784,8652999,1.58E-04,3.70E-05,X,0.254120749
59784,8652999,1.58E-04,3.70E-05,X,0.254120749
59784,8652999,1.58E-04,3.70E-05,X,0.254120749
59784,8652999,1.58E-04,3.70E-05,X,0.254120749
59784,8652999,1.58E-04,3.70E-05,X,0.254120749
59788,8653740,2.40E-04,5.69E-05,X,0.200958333
59793,8659805,4.47E-04,1.52E-04,X,0.188636424
59798,8660113,5.45E-04,1.71E-04,X,0.1705795
59810,8661491,6.52E-04,1.79E-04,X,0.155567488
59816,8661852,6.08E-04,1.71E-04,X,0.131984362
59818,8662007,6.57E-04,1.72E-04,X,0.131488062
59822,8662454,7.51E-04,2.03E-04,X,0.12734875
59823,8662609,7.56E-04,2.04E-04,X,0.126607452
59823,8662609,7.56E-04,2.04E-04,X,0.126607452
59827,8662694,8.54E-04,3.18E-04,X,0.188900533
59835,8662910,9.02E-04,3.10E-04,X,0.189734421
59847,8664648,8.42E-04,2.45E-04,X,0.185742573
59857,8668038,7.89E-04,2.72E-04,X,0.187750483
59872,8669675,7.49E-04,2.62E-04,X,0.185277629
59878,8670274,7.59E-04,2.63E-04,X,0.186028356
59884,8670752,9.33E-04,3.20E-04,X,0.189641403
59894,8671671,9.29E-04,4.18E-04,X,0.226688729
59900,8672103,0.001078413,4.66E-04,X,0.222805411
59906,8672558,0.0011513,4.77E-04,X,0.216068786
59915,8674296,0.00112985,3.87E-04,X,0.174797112
59925,8675559,0.001130287,4.29E-04,X,0.165631887
59938,8676474,0.001094391,4.68E-04,X,0.180178766
59944,8676829,0.001049959,4.27E-04,X,0.186435684
59955,8677981,0.001080383,5.13E-04,X,0.194375885
59962,8678799,0.001071628,5.13E-04,X,0.192040252
59971,8679515,9.51E-04,4.93E-04,X,0.183449039
59982,8680282,0.001031573,3.99E-04,X,0.153584449
59996,8682233,0.001175157,4.27E-04,X,0.156390268
60007,8683555,0.001176689,4.55E-04,X,0.154850754
60013,8684319,0.001099425,4.32E-04,X,0.160461898
60018,8684675,9.70E-04,3.78E-04,X,0.174819857
60024,8685697,8.57E-04,3.08E-04,X,0.1602857
60025,8685739,8.57E-04,3.04E-04,X,0.160744222
