c_label,collection_type,island,species_id,pcr_positive,worms_on_sample,longitude,latitude,multiple_type
C-1361,Not genotyped,Maui,NA,NA,Tracks,-156.337531,20.679767,no
C-1365,Not genotyped,Maui,NA,NA,Tracks,-156.3375388,20.67975544,no
C-1375,Not genotyped,Maui,NA,NA,Tracks,-156.134989,20.833459,no
C-1383,Not genotyped,Maui,NA,NA,Yes,-156.045447,20.663775,no
C-1388,Not genotyped,Maui,NA,NA,Yes,-156.046514,20.663992,no
C-1392,Not genotyped,Maui,NA,NA,Yes,-156.048233,20.664758,no
C-1393,Not genotyped,Maui,NA,NA,Tracks,-156.044803,20.662875,no
C-1398,Not genotyped,Maui,NA,NA,Yes,-156.049694,20.665028,no
C-1399,Not genotyped,Maui,NA,NA,Tracks,-156.050472,20.665292,no
C-1403,Not genotyped,Maui,NA,NA,Tracks,-156.050947,20.665419,no
C-1404,Not genotyped,Maui,NA,NA,Tracks,-156.051308,20.667172,no
C-1406,Not genotyped,Maui,NA,NA,Yes,-156.051453,20.667172,no
C-1464,Not genotyped,Maui,NA,NA,Tracks,-156.236682,20.767667,no
C-1466,Not genotyped,Maui,NA,NA,Tracks,-156.2367228,20.7675952,no
C-1470,Not genotyped,Maui,NA,NA,Yes,-156.237166,20.767916,no
C-1472,Not genotyped,Maui,NA,NA,Yes,-156.237109,20.767871,no
C-1474,Not genotyped,Maui,NA,NA,Yes,-156.236737,20.768539,no
C-1475,Not genotyped,Maui,NA,NA,Tracks,-156.324148,20.741655,no
C-1476,Not genotyped,Maui,NA,NA,Yes,-156.3231545,20.7418607,no
C-1478,Not genotyped,Maui,NA,NA,Tracks,-156.323137,20.741477,no
C-1479,Not genotyped,Maui,NA,NA,Yes,-156.32326,20.741846,no
C-1483,Not genotyped,Maui,NA,NA,Tracks,-156.278061,20.805685,no
C-1484,Not genotyped,Maui,NA,NA,Tracks,-156.278061,20.805685,no
C-1486,Not genotyped,Maui,NA,NA,Yes,-155.7052173,19.92253451,no
C-1488,Not genotyped,Maui,NA,NA,Tracks,-156.278061,20.805685,no
C-1490,Not genotyped,Maui,NA,NA,Yes,-155.7052173,19.92253451,no
C-1497,Not genotyped,Maui,NA,NA,Tracks,-156.323365,20.742201,no
C-1499,Not genotyped,Maui,NA,NA,Tracks,-156.323751,20.74169,no
C-1503,Not genotyped,Maui,NA,NA,Tracks,-156.323611,20.741705,no
C-1507,Not genotyped,Maui,NA,NA,Tracks,-156.278061,20.805685,no
C-1514,Not genotyped,Maui,NA,NA,Yes,-156.04065,20.672082,no
C-1516,Not genotyped,Maui,NA,NA,Tracks,-156.049029,20.664891,no
C-1524,Not genotyped,Maui,NA,NA,Tracks,-156.043728,20.662289,no
C-2525,Not genotyped,Maui,NA,NA,Tracks,-156.053103,20.669217,no
C-2526,Not genotyped,Maui,NA,NA,Yes,-156.056753,20.673808,no
C-2534,Not genotyped,Maui,NA,NA,Tracks,-156.045088,20.662485,no
C-2535,Not genotyped,Maui,NA,NA,Yes,-156.186286,20.874497,no
C-2538,Not genotyped,Maui,NA,NA,Yes,-156.069746,20.649771,no
C-2541,Not genotyped,Maui,NA,NA,Tracks,-156.053494,20.669636,no
C-2542,Not genotyped,Maui,NA,NA,Yes,-156.073693,20.650899,no
C-2543,Not genotyped,Maui,NA,NA,Tracks,-156.1862851,20.87449836,no
C-2561,Not genotyped,Maui,NA,NA,Yes,-156.055531,20.671114,no
C-2569,Not genotyped,Maui,NA,NA,Tracks,-156.056222,20.671519,no
C-2573,Not genotyped,Maui,NA,NA,Yes,-156.056261,20.672364,no
C-2583,Not genotyped,Maui,NA,NA,Yes,-156.056206,20.675447,no
C-2585,Not genotyped,Maui,NA,NA,Yes,-156.056914,20.675828,no
C-2587,Not genotyped,Maui,NA,NA,Yes,-156.056878,20.675658,no
C-2588,Not genotyped,Maui,NA,NA,Yes,-156.056908,20.676083,no
C-2589,Not genotyped,Maui,NA,NA,Yes,-156.056631,20.676119,no
C-2590,Not genotyped,Maui,NA,NA,Yes,-156.056403,20.676775,no
C-2592,Not genotyped,Maui,NA,NA,Yes,-156.049019,20.664889,no
C-2595,Not genotyped,Maui,NA,NA,Tracks,-156.04903,20.66489,no
C-2600,Not genotyped,Maui,NA,NA,Tracks,-156.049031,20.664811,no
C-2606,Not genotyped,Maui,NA,NA,Yes,-156.125569,20.8162,no
C-2613,Not genotyped,Maui,NA,NA,Tracks,-156.1310363,20.8182189,no
C-2614,Not genotyped,Maui,NA,NA,Yes,-156.133087,20.820666,no
C-2615,Not genotyped,Maui,NA,NA,Yes,-156.136464,20.822125,no
C-2617,Not genotyped,Maui,NA,NA,Tracks,-156.136982,20.821591,no
C-2619,Not genotyped,Maui,NA,NA,Tracks,-156.137743,20.820946,no
C-2620,Not genotyped,Maui,NA,NA,Yes,-156.13799,20.820805,no
C-2622,Not genotyped,Maui,NA,NA,Yes,-156.124325,20.81698,no
C-2623,Not genotyped,Maui,NA,NA,Tracks,-156.134853,20.82969,no
C-2625,Not genotyped,Maui,NA,NA,Yes,-156.136842,20.821963,no
C-2628,Not genotyped,Maui,NA,NA,Tracks,-156.353742,20.706119,no
C-2630,Not genotyped,Maui,NA,NA,Yes,-156.124198,20.816923,no
C-2645,Not genotyped,Kauai,NA,NA,Yes,-159.676608,22.098756,no
C-2650,Not genotyped,Kauai,NA,NA,Tracks,-159.6645,22.121997,no
C-2651,Not genotyped,Kauai,NA,NA,Tracks,-159.664528,22.121972,no
C-2652,Not genotyped,Kauai,NA,NA,Yes,-159.664442,22.122028,no
C-2658,Not genotyped,Kauai,NA,NA,Yes,-159.664503,22.121878,no
C-2659,Not genotyped,Kauai,NA,NA,Yes,-159.664453,22.121897,no
C-2660,Not genotyped,Kauai,NA,NA,Yes,-159.664458,22.121864,no
C-2668,Not genotyped,Big Island,NA,NA,Tracks,-155.228625,19.393117,no
C-2670,Not genotyped,Big Island,NA,NA,Tracks,-155.949547,19.719219,no
C-2671,Not genotyped,Big Island,NA,NA,Tracks,-155.219231,19.378903,no
C-2676,Not genotyped,Big Island,NA,NA,Tracks,-155.231403,19.397111,no
C-2679,Not genotyped,Big Island,NA,NA,Tracks,-155.223092,19.384692,no
C-2681,Not genotyped,Big Island,NA,NA,Tracks,-155.2169,19.374839,no
C-2682,Not genotyped,Big Island,NA,NA,Tracks,-155.218342,19.377203,no
C-2685,Not genotyped,Big Island,NA,NA,Tracks,-155.216967,19.374511,no
C-2686,Not genotyped,Big Island,NA,NA,Tracks,-155.217894,19.376281,no
C-2690,Not genotyped,Big Island,NA,NA,Tracks,-155.223075,19.384625,no
C-2695,Not genotyped,Big Island,NA,NA,Tracks,-155.229917,19.395722,no
C-2697,Not genotyped,Big Island,NA,NA,Tracks,-155.219214,19.367033,no
C-2700,Not genotyped,Big Island,NA,NA,Tracks,-155.140939,19.902211,no
C-2702,Not genotyped,Kauai,NA,NA,Tracks,-159.660261,22.131531,no
C-2706,Not genotyped,Kauai,NA,NA,Yes,-159.660358,22.13155,no
C-2718,Not genotyped,Kauai,NA,NA,Tracks,-159.651342,22.124844,no
C-2722,Not genotyped,Kauai,NA,NA,Tracks,-159.651433,22.124808,no
C-2724,Not genotyped,Big Island,NA,NA,Tracks,-155.948889,19.718825,no
C-2731,Not genotyped,Big Island,NA,NA,Tracks,-155.238239,19.412214,no
C-2734,Not genotyped,Kauai,NA,NA,Tracks,-159.656144,22.1238,no
C-2747,Not genotyped,Big Island,NA,NA,Tracks,-155.949464,19.719153,no
C-2765,Not genotyped,Big Island,NA,NA,Tracks,-155.139911,19.904864,no
C-2768,Not genotyped,Big Island,NA,NA,Tracks,-155.441481,20.036428,no
C-2773,Not genotyped,Big Island,NA,NA,Tracks,-155.441681,20.036883,no
C-2774,Not genotyped,Big Island,NA,NA,Tracks,-155.441625,20.036797,no
C-2781,Not genotyped,Big Island,NA,NA,Tracks,-155.441728,20.036889,no
C-2784,Not genotyped,Big Island,NA,NA,Tracks,-155.441828,20.03685,no
C-2785,Not genotyped,Big Island,NA,NA,Tracks,-155.239192,19.426067,no
C-2789,Not genotyped,Big Island,NA,NA,Tracks,-155.615408,19.076544,no
C-2795,Not genotyped,Big Island,NA,NA,Yes,-155.281083,19.434306,no
C-2796,Not genotyped,Big Island,NA,NA,Tracks,-155.215856,19.428175,no
C-2797,Not genotyped,Big Island,NA,NA,Tracks,-155.253442,19.400497,no
C-2799,Not genotyped,Big Island,NA,NA,Tracks,-155.236794,19.375836,no
C-2800,Not genotyped,Big Island,NA,NA,Yes,-155.225767,19.371161,no
C-2801,Not genotyped,Big Island,NA,NA,Tracks,-155.225361,19.371661,no
C-2802,Not genotyped,Big Island,NA,NA,Tracks,-155.233961,19.373386,no
C-2806,Not genotyped,Big Island,NA,NA,Yes,-155.224775,19.356728,no
C-2807,Not genotyped,Big Island,NA,NA,Yes,-155.224933,19.354031,no
C-2813,Not genotyped,Big Island,NA,NA,Tracks,-155.22245,19.423789,no
C-2815,Not genotyped,Big Island,NA,NA,Yes,-155.221756,19.424228,no
C-2817,Not genotyped,Big Island,NA,NA,Tracks,-155.222383,19.4239,no
C-2819,Not genotyped,Big Island,NA,NA,Yes,-155.222278,19.424294,no
C-2825,Not genotyped,Big Island,NA,NA,Tracks,-155.152275,19.854167,no
C-2835,Not genotyped,Big Island,NA,NA,Yes,-155.117564,19.715992,no
C-2837,Not genotyped,Big Island,NA,NA,Yes,-155.067208,19.589497,no
C-2852,Not genotyped,Big Island,NA,NA,Tracks,-155.439908,20.03535,no
C-2853,Not genotyped,Big Island,NA,NA,Tracks,-155.067906,19.590756,no
C-2855,Not genotyped,Big Island,NA,NA,Tracks,-155.238369,19.413422,no
C-2858,Not genotyped,Big Island,NA,NA,Tracks,-155.439603,20.035417,no
C-2868,Not genotyped,Big Island,NA,NA,Tracks,-155.222447,19.423889,no
C-2871,Not genotyped,Big Island,NA,NA,Yes,-155.237056,19.415014,no
C-2872,Not genotyped,Big Island,NA,NA,Tracks,-155.222494,19.424061,no
C-2874,Not genotyped,Big Island,NA,NA,Yes,-155.138281,19.714875,no
C-2876,Not genotyped,Big Island,NA,NA,Tracks,-155.222481,19.424106,no
C-2881,Not genotyped,Big Island,NA,NA,Tracks,-155.135425,19.904461,no
C-2882,Not genotyped,Big Island,NA,NA,Tracks,-155.136294,19.905875,no
C-2884,Not genotyped,Big Island,NA,NA,Tracks,-155.134347,19.904056,no
C-2886,Not genotyped,Big Island,NA,NA,Tracks,-155.135875,19.905083,no
C-2891,Not genotyped,Big Island,NA,NA,Tracks,-155.215906,19.428089,no
C-2893,Not genotyped,Big Island,NA,NA,Yes,-155.438383,20.039881,no
C-2895,Not genotyped,Big Island,NA,NA,Yes,-155.439597,20.039919,no
C-2896,Not genotyped,Big Island,NA,NA,Tracks,-155.4397553,20.03992018,no
C-2900,Not genotyped,Big Island,NA,NA,Tracks,-155.443814,20.040636,no
C-2905,Not genotyped,Big Island,NA,NA,Yes,-155.067133,19.590792,no
C-2908,Not genotyped,Big Island,NA,NA,Tracks,-155.14235300000001,19.90085,no
C-2913,Not genotyped,Big Island,NA,NA,Tracks,-155.439531,20.037736,no
C-2914,Not genotyped,Big Island,NA,NA,Tracks,-155.444806,20.040872,no
C-2920,Not genotyped,Big Island,NA,NA,Tracks,-155.823164,19.111889,no
C-2928,Not genotyped,Big Island,NA,NA,Yes,-155.664306,19.077031,no
C-2931,Not genotyped,Big Island,NA,NA,Tracks,-155.477011,19.2024,no
C-2932,Not genotyped,Big Island,NA,NA,Tracks,-155.483042,19.199917,no
C-2941,Not genotyped,Big Island,NA,NA,Tracks,-155.235697,19.407644,no
C-2943,Not genotyped,Big Island,NA,NA,Tracks,-155.303328,19.438633,no
C-2947,Not genotyped,Big Island,NA,NA,Tracks,-155.232583,19.400919,no
C-2948,Not genotyped,Big Island,NA,NA,Tracks,-155.232447,19.400278,no
C-2949,Not genotyped,Big Island,NA,NA,Yes,-155.232639,19.400906,no
C-2950,Not genotyped,Big Island,NA,NA,Tracks,-155.233097,19.401789,no
C-2952,Not genotyped,Big Island,NA,NA,Tracks,-155.234903,19.405075,no
C-2953,Not genotyped,Big Island,NA,NA,Tracks,-155.303375,19.438775,no
C-2954,Not genotyped,Big Island,NA,NA,Yes,-155.234953,19.405203,no
C-2956,Not genotyped,Big Island,NA,NA,Yes,-155.237122,19.410464,no
C-2957,Not genotyped,Big Island,NA,NA,Tracks,-155.237086,19.410522,no
C-2959,Not genotyped,Big Island,NA,NA,Tracks,-155.473442,20.047111,no
C-2960,Not genotyped,Big Island,NA,NA,Tracks,-155.499228,20.049894,no
C-2961,Not genotyped,Big Island,NA,NA,Tracks,-155.222486,19.423858,no
C-2963,Not genotyped,Big Island,NA,NA,Tracks,-155.491111,20.050194,no
C-2964,Not genotyped,Big Island,NA,NA,Tracks,-155.499158,20.049917,no
C-2966,Not genotyped,Big Island,NA,NA,Tracks,-155.222497,19.423908,no
C-2967,Not genotyped,Big Island,NA,NA,Tracks,-155.222456,19.4239,no
C-2968,Not genotyped,Big Island,NA,NA,Yes,-155.069006,19.59055,no
C-2970,Not genotyped,Big Island,NA,NA,Yes,-155.068172,19.589725,no
C-2979,Not genotyped,Big Island,NA,NA,Tracks,-155.180931,19.4394,no
C-2989,Not genotyped,Big Island,NA,NA,Yes,-155.440019,20.039544,no
C-2998,Not genotyped,Big Island,NA,NA,Tracks,-155.23705,19.452197,no
C-2999,Not genotyped,Big Island,NA,NA,Yes,-155.237092,19.453194,no
C-3003,Not genotyped,Big Island,NA,NA,Tracks,-155.262894,19.432325,no
C-3005,Not genotyped,Big Island,NA,NA,Yes,-155.263944,19.43265,no
C-3006,Not genotyped,Big Island,NA,NA,Tracks,-155.265531,19.430161,no
C-3008,Not genotyped,Big Island,NA,NA,Tracks,-155.264608,19.430097,no
C-3009,Not genotyped,Big Island,NA,NA,Tracks,-155.263783,19.430011,no
C-3012,Not genotyped,Big Island,NA,NA,Tracks,-155.259397,19.42985,no
C-3013,Not genotyped,Big Island,NA,NA,Tracks,-155.303142,19.438531,no
C-3014,Not genotyped,Big Island,NA,NA,Tracks,-155.26285,19.429875,no
C-3015,Not genotyped,Big Island,NA,NA,Tracks,-155.258872,19.429622,no
C-3017,Not genotyped,Big Island,NA,NA,Tracks,-155.304819,19.440447,no
C-3020,Not genotyped,Big Island,NA,NA,Yes,-155.302228,19.442844,no
C-3023,Not genotyped,Big Island,NA,NA,Tracks,-155.301939,19.442925,no
C-3024,Not genotyped,Big Island,NA,NA,Yes,-155.304133,19.439686,no
C-3025,Not genotyped,Big Island,NA,NA,Tracks,-155.262067,19.429597,no
C-3029,Not genotyped,Big Island,NA,NA,Yes,-155.069311,19.590053,no
C-3032,Not genotyped,Big Island,NA,NA,Tracks,-155.069056,19.590467,no
C-3033,Not genotyped,Big Island,NA,NA,Tracks,-155.259344,19.430672,no
C-3035,Not genotyped,Big Island,NA,NA,Tracks,-155.224797,19.355289,no
C-3037,Not genotyped,Big Island,NA,NA,Tracks,-155.22485,19.354839,no
C-3039,Not genotyped,Big Island,NA,NA,Yes,-155.222125,19.424558,no
C-3040,Not genotyped,Big Island,NA,NA,Tracks,-155.259625,19.430828,no
C-3041,Not genotyped,Big Island,NA,NA,Tracks,-155.222342,19.424381,no
C-3042,Not genotyped,Big Island,NA,NA,Yes,-155.222436,19.424056,no
C-3044,Not genotyped,Big Island,NA,NA,Tracks,-155.222089,19.424519,no
C-3046,Not genotyped,Big Island,NA,NA,Yes,-155.222111,19.424494,no
C-3049,Not genotyped,Big Island,NA,NA,Yes,-155.222036,19.424333,no
C-3050,Not genotyped,Big Island,NA,NA,Tracks,-155.222053,19.424533,no
C-3051,Not genotyped,Big Island,NA,NA,Tracks,-155.222131,19.423986,no
C-3052,Not genotyped,Big Island,NA,NA,Tracks,-155.222189,19.424033,no
C-3053,Not genotyped,Big Island,NA,NA,Yes,-155.222439,19.424075,no
C-3054,Not genotyped,Big Island,NA,NA,Tracks,-155.222364,19.423831,no
C-3056,Not genotyped,Big Island,NA,NA,Tracks,-155.224617,19.356067,no
C-3057,Not genotyped,Big Island,NA,NA,Tracks,-155.068378,19.590575,no
C-3059,Not genotyped,Big Island,NA,NA,Tracks,-155.222475,19.423833,no
C-3060,Not genotyped,Big Island,NA,NA,Tracks,-155.222633,19.423947,no
C-3066,Not genotyped,Big Island,NA,NA,Tracks,-155.578681,20.041714,no
C-3067,Not genotyped,Big Island,NA,NA,Tracks,-155.441869,20.039817,no
C-3069,Not genotyped,Big Island,NA,NA,Tracks,-155.068592,19.725608,no
C-3072,Not genotyped,Big Island,NA,NA,Yes,-155.237536,19.453008,no
C-3073,Not genotyped,Big Island,NA,NA,Yes,-155.067978,19.725778,no
C-3077,Not genotyped,Big Island,NA,NA,Yes,-155.068331,19.590617,no
C-3080,Not genotyped,Big Island,NA,NA,Tracks,-155.236931,19.452128,no
C-3086,Not genotyped,Big Island,NA,NA,Yes,-155.672889,20.020514,no
C-3087,Not genotyped,Big Island,NA,NA,Tracks,-155.438289,20.039922,no
C-3091,Not genotyped,Big Island,NA,NA,Tracks,-155.438314,20.039108,no
C-3095,Not genotyped,Big Island,NA,NA,Yes,-155.438175,20.039197,no
C-3100,Not genotyped,Big Island,NA,NA,Yes,-155.441325,20.035953,no
C-3101,Not genotyped,Big Island,NA,NA,Tracks,-155.222458,19.423869,no
C-3104,Not genotyped,Big Island,NA,NA,Yes,-155.441183,20.035958,no
C-3105,Not genotyped,Big Island,NA,NA,Tracks,-155.222481,19.423853,no
C-3106,Not genotyped,Big Island,NA,NA,Yes,-155.515456,20.0667,no
C-3109,Not genotyped,Big Island,NA,NA,Tracks,-155.520606,20.053303,no
C-3111,Not genotyped,Big Island,NA,NA,Tracks,-155.438556,20.039914,no
C-3113,Not genotyped,Big Island,NA,NA,Tracks,-155.513081,20.049936,no
C-3116,Not genotyped,Big Island,NA,NA,Tracks,-155.615733,19.076644,no
C-3117,Not genotyped,Big Island,NA,NA,Tracks,-155.506242,20.050242,no
C-3118,Not genotyped,Big Island,NA,NA,Yes,-155.442194,20.039967,no
C-3123,Not genotyped,Big Island,NA,NA,Tracks,-155.441056,20.037814,no
C-3124,Not genotyped,Big Island,NA,NA,Tracks,-155.441792,20.036869,no
C-3125,Not genotyped,Big Island,NA,NA,Yes,-155.474764,20.058511,no
C-3126,Not genotyped,Big Island,NA,NA,Tracks,-155.818903,19.115214,no
C-3127,Not genotyped,Big Island,NA,NA,Tracks,-155.443525,20.032403,no
C-3129,Not genotyped,Big Island,NA,NA,Yes,-155.439422,20.039867,no
C-3132,Not genotyped,Big Island,NA,NA,Yes,-155.136031,19.906139,no
C-3139,Not genotyped,Big Island,NA,NA,Tracks,-155.441503,20.039906,no
C-3140,Not genotyped,Big Island,NA,NA,Tracks,-155.134794,19.905064,no
C-3141,Not genotyped,Big Island,NA,NA,Tracks,-155.441517,20.037208,no
C-3144,Not genotyped,Big Island,NA,NA,Yes,-155.438253,20.039967,no
C-3145,Not genotyped,Big Island,NA,NA,Tracks,-155.438519,20.038772,no
C-3161,Not genotyped,Big Island,NA,NA,Tracks,-155.948608,19.719447,no
C-3163,Not genotyped,Big Island,NA,NA,Yes,-155.4434,20.040486,no
C-3166,Not genotyped,Big Island,NA,NA,Tracks,-155.823725,19.111136,no
C-3168,Not genotyped,Big Island,NA,NA,Tracks,-155.441511,20.039856,no
C-3170,Not genotyped,Big Island,NA,NA,Tracks,-155.4379,20.038883,no
C-3172,Not genotyped,Big Island,NA,NA,Tracks,-155.134761,19.904239,no
C-3175,Not genotyped,Big Island,NA,NA,Tracks,-155.441167,20.037453,no
C-3184,Not genotyped,Big Island,NA,NA,Tracks,-155.239767,19.425681,no
C-3185,Not genotyped,Big Island,NA,NA,Tracks,-155.443494,20.032353,no
C-3187,Not genotyped,Big Island,NA,NA,Tracks,-155.624194,19.080883,no
C-3196,Not genotyped,Big Island,NA,NA,Tracks,-155.194689,19.443014,no
C-3198,Not genotyped,Big Island,NA,NA,Yes,-155.821142,19.113939,no
C-3199,Not genotyped,Big Island,NA,NA,Tracks,-155.183528,19.44375,no
C-3202,Not genotyped,Big Island,NA,NA,Tracks,-155.948806,19.718303,no
C-3204,Not genotyped,Big Island,NA,NA,Yes,-155.440556,20.035678,no
C-3206,Not genotyped,Big Island,NA,NA,Tracks,-155.620339,19.092408,no
C-3207,Not genotyped,Big Island,NA,NA,Tracks,-155.239672,19.425922,no
C-3215,Not genotyped,Big Island,NA,NA,Tracks,-155.239642,19.425936,no
C-3216,Not genotyped,Big Island,NA,NA,Tracks,-155.441103,20.035983,no
C-3219,Not genotyped,Big Island,NA,NA,Tracks,-155.2394,19.426167,no
C-3222,Not genotyped,Big Island,NA,NA,Yes,-155.618167,19.097653,no
C-3223,Not genotyped,Big Island,NA,NA,Yes,-155.239308,19.426172,no
C-3227,Not genotyped,Big Island,NA,NA,Tracks,-155.239747,19.425733,no
C-3231,Not genotyped,Big Island,NA,NA,Yes,-155.239642,19.425822,no
C-3232,Not genotyped,Big Island,NA,NA,Tracks,-155.239103,19.426333,no
C-3234,Not genotyped,Big Island,NA,NA,Yes,-155.619,19.096056,no
C-3238,Not genotyped,Big Island,NA,NA,Tracks,-155.621433,19.078836,no
C-3239,Not genotyped,Big Island,NA,NA,Tracks,-155.239736,19.425839,no
C-3240,Not genotyped,Big Island,NA,NA,Tracks,-155.192975,19.440036,no
C-3245,Not genotyped,Big Island,NA,NA,Tracks,-155.82475,19.117631,no
C-3249,Not genotyped,Big Island,NA,NA,Yes,-155.825014,19.117381,no
C-3253,Not genotyped,Big Island,NA,NA,Tracks,-155.819711,19.117583,no
C-3255,Not genotyped,Big Island,NA,NA,Tracks,-155.824825,19.117742,no
C-3256,Not genotyped,Big Island,NA,NA,Yes,-155.819853,19.114972,no
C-3259,Not genotyped,Big Island,NA,NA,Tracks,-155.948519,19.719211,no
C-3261,Not genotyped,Big Island,NA,NA,Tracks,-155.821853,19.119458,no
C-3268,Not genotyped,Big Island,NA,NA,Tracks,-155.618558,19.089864,no
C-3269,Not genotyped,Big Island,NA,NA,Tracks,-155.818461,19.115431,no
C-3271,Not genotyped,Big Island,NA,NA,Tracks,-155.948725,19.720228,no
C-3275,Not genotyped,Big Island,NA,NA,Tracks,-155.825208,19.117225,no
C-3276,Not genotyped,Big Island,NA,NA,Tracks,-155.526464,19.748753,no
C-3278,Not genotyped,Big Island,NA,NA,Tracks,-155.819044,19.115258,no
C-3289,Not genotyped,Big Island,NA,NA,Yes,-155.820044,19.114761,no
C-3291,Not genotyped,Big Island,NA,NA,Tracks,-155.819439,19.115244,no
C-3292,Not genotyped,Big Island,NA,NA,Yes,-155.82085,19.114289,no
C-3296,Not genotyped,Big Island,NA,NA,Tracks,-155.389261,19.345478,no
C-3297,Not genotyped,Big Island,NA,NA,Tracks,-155.819872,19.114969,no
C-3298,Not genotyped,Big Island,NA,NA,Tracks,-155.822006,19.119394,no
C-3301,Not genotyped,Big Island,NA,NA,Yes,-154.902997,19.483211,no
C-3302,Not genotyped,Big Island,NA,NA,Tracks,-155.069058,19.726106,no
C-3303,Not genotyped,Big Island,NA,NA,Tracks,-155.069494,19.725292,no
C-3311,Not genotyped,Big Island,NA,NA,Yes,-154.94225,19.496769,no
C-3314,Not genotyped,Big Island,NA,NA,Tracks,-154.901197,19.483125,no
C-3316,Not genotyped,Big Island,NA,NA,Tracks,-155.441756,20.036897,no
C-3318,Not genotyped,Big Island,NA,NA,Yes,-154.90145,19.482678,no
C-3321,Not genotyped,Big Island,NA,NA,Tracks,-154.902808,19.483389,no
C-3323,Not genotyped,Big Island,NA,NA,Tracks,-155.443042,20.0337,no
C-3326,Not genotyped,Big Island,NA,NA,Yes,-154.903158,19.483425,no
C-3327,Not genotyped,Big Island,NA,NA,Tracks,-155.443053,20.034031,no
C-3328,Not genotyped,Big Island,NA,NA,Tracks,-155.44125,20.037503,no
C-3329,Not genotyped,Big Island,NA,NA,Tracks,-155.068147,19.726039,no
C-3331,Not genotyped,Big Island,NA,NA,Tracks,-155.442911,20.034836,no
C-3332,Not genotyped,Big Island,NA,NA,Tracks,-155.441431,20.037308,no
C-3336,Not genotyped,Big Island,NA,NA,Tracks,-155.441778,20.036628,no
C-3339,Not genotyped,Big Island,NA,NA,Yes,-155.442644,20.035433,no
C-3340,Not genotyped,Big Island,NA,NA,Yes,-155.441781,20.036878,no
C-3341,Not genotyped,Big Island,NA,NA,Tracks,-154.902847,19.482961,no
C-3343,Not genotyped,Big Island,NA,NA,Yes,-155.442428,20.035983,no
C-3345,Not genotyped,Big Island,NA,NA,Tracks,-154.902528,19.483144,no
C-3346,Not genotyped,Big Island,NA,NA,Tracks,-154.904214,19.482925,no
C-3351,Not genotyped,Big Island,NA,NA,Tracks,-155.442083,20.036456,no
C-3352,Not genotyped,Big Island,NA,NA,Yes,-155.162314,19.932164,no
C-3354,Not genotyped,Big Island,NA,NA,Yes,-154.975172,19.544039,no
C-3355,Not genotyped,Big Island,NA,NA,Tracks,-155.441744,20.036864,no
C-3359,Not genotyped,Big Island,NA,NA,Tracks,-155.44175,20.036861,no
C-3369,Not genotyped,Big Island,NA,NA,Tracks,-154.903356,19.483244,no
C-3373,Not genotyped,Big Island,NA,NA,Tracks,-154.903017,19.483386,no
C-3376,Not genotyped,Big Island,NA,NA,Yes,-155.618094,19.098025,no
C-3377,Not genotyped,Big Island,NA,NA,Tracks,-154.902847,19.483406,no
C-3381,Not genotyped,Big Island,NA,NA,Yes,-154.903658,19.482756,no
C-3384,Not genotyped,Big Island,NA,NA,Tracks,-155.619686,19.092197,no
C-3385,Not genotyped,Big Island,NA,NA,Yes,-154.902467,19.483889,no
C-3389,Not genotyped,Big Island,NA,NA,Tracks,-154.902725,19.483572,no
C-3392,Not genotyped,Big Island,NA,NA,Yes,-155.619556,19.094808,no
C-3393,Not genotyped,Big Island,NA,NA,Tracks,-154.901461,19.483572,no
C-3396,Not genotyped,Big Island,NA,NA,Tracks,-155.619719,19.094339,no
C-3401,Not genotyped,Big Island,NA,NA,Yes,-154.901406,19.483347,no
C-3407,Not genotyped,Big Island,NA,NA,Tracks,-155.239919,19.425508,no
C-3408,Not genotyped,Big Island,NA,NA,Tracks,-155.233567,19.430089,no
C-3409,Not genotyped,Big Island,NA,NA,Tracks,-154.902547,19.483386,no
C-3411,Not genotyped,Big Island,NA,NA,Tracks,-155.239869,19.425756,no
C-3416,Not genotyped,Big Island,NA,NA,Tracks,-155.240017,19.425533,no
C-3420,Not genotyped,Big Island,NA,NA,Tracks,-155.239767,19.425556,no
C-3425,Not genotyped,Big Island,NA,NA,Tracks,-155.239361,19.426028,no
C-3429,Not genotyped,Big Island,NA,NA,Tracks,-155.239181,19.426292,no
C-3437,Not genotyped,Big Island,NA,NA,Tracks,-155.239558,19.426181,no
C-3441,Not genotyped,Big Island,NA,NA,Tracks,-155.239789,19.425775,no
C-3486,Not genotyped,Big Island,NA,NA,Tracks,-155.162911,19.932525,no
C-3493,Not genotyped,Big Island,NA,NA,Yes,-155.092183,19.783583,no
C-3497,Not genotyped,Big Island,NA,NA,Yes,-155.095869,19.7931,no
C-3502,Not genotyped,Big Island,NA,NA,Yes,-155.207389,19.964367,no
C-3509,Not genotyped,Big Island,NA,NA,Tracks,-155.101483,19.850811,no
C-3514,Not genotyped,Big Island,NA,NA,Tracks,-155.220867,19.952739,no
C-3517,Not genotyped,Big Island,NA,NA,Tracks,-155.141383,19.906744,no
C-3518,Not genotyped,Big Island,NA,NA,Tracks,-155.223633,19.950136,no
C-3529,Not genotyped,Big Island,NA,NA,Yes,-155.154103,19.922539,no
C-0001,PCR -,Oahu,Unknown,0,Yes,-157.724406,21.304203,no
C-0002,PCR -,Oahu,Unknown,0,Yes,-157.724256,21.305489,no
