collection_category,fixed_substrate,isotype,strain,c_label,s_label,worms_on_sample,approximate_number_of_worms,males_observed,latitude,longitude,island,substrate,landscape,sky_view,gridsect,gridsect_number,gridsect_direction,gridsect_radius,substrate_temperature,substrate_moisture,ambient_humidity,ambient_temperature,altitude,date,time,pcr_positive,species_id,photo_url_thumb
PCR -,Leaf litter,NA,NA,C-2812,S-06319,Yes,Very Few (1-3),no,19.4239,-155.222514,Big Island,Leaf litter,Rural garden,Partially Obstructed,yes,1,A,3,17,68,94,18.5,1118.70566,2017-08-14,07:57:00,0,Unknown,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-2812.thumb.jpg
PCR -,Fruit/nut/veg,NA,NA,C-2824,S-07419,Yes,Few (4-10),no,20.039858,-155.441608,Big Island,Fruit/nut/vegetable,Wild forest,Partially Obstructed,yes,3,E,2,20.6,NA,83.1,22.6,670.8930041,2017-08-17,14:56:00,0,Unknown,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-2824.thumb.jpg
PCR -,Leaf litter,NA,NA,C-2828,S-07314,Yes,Some (11-25),no,20.039869,-155.441619,Big Island,Leaf litter,Wild forest,Partially Obstructed,yes,3,F,3,21.2,67.5,84.2,22.6,670.8197674,2017-08-17,14:57:00,0,Unknown,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-2828.thumb.jpg
PCR -,Leaf litter,NA,NA,C-2828,S-07336,Yes,Some (11-25),no,20.039869,-155.441619,Big Island,Leaf litter,Wild forest,Partially Obstructed,yes,3,F,3,21.2,67.5,84.2,22.6,670.8197674,2017-08-17,14:57:00,0,Unknown,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-2828.thumb.jpg
PCR -,Leaf litter,NA,NA,C-2832,S-07383,Yes,Some (11-25),no,20.039844,-155.441644,Big Island,Leaf litter,Wild forest,Partially Obstructed,yes,3,F,2,20.5,69,80.8,22.6,671.333887,2017-08-17,14:58:00,0,Unknown,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-2832.thumb.jpg
PCR -,Leaf litter,NA,NA,C-2832,S-07397,Yes,Some (11-25),no,20.039844,-155.441644,Big Island,Leaf litter,Wild forest,Partially Obstructed,yes,3,F,2,20.5,69,80.8,22.6,671.333887,2017-08-17,14:58:00,0,Unknown,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-2832.thumb.jpg
PCR -,Leaf litter,NA,NA,C-2844,S-07427,Yes,Few (4-10),no,20.039903,-155.441597,Big Island,Leaf litter,Wild forest,Partially Obstructed,yes,3,C,2,20.9,69,85.2,22.6,670.3394495,2017-08-17,14:54:00,0,Unknown,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-2844.thumb.jpg
PCR -,Leaf litter,NA,NA,C-2844,S-07429,Yes,Few (4-10),no,20.039903,-155.441597,Big Island,Leaf litter,Wild forest,Partially Obstructed,yes,3,C,2,20.9,69,85.2,22.6,670.3394495,2017-08-17,14:54:00,0,Unknown,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-2844.thumb.jpg
PCR -,Leaf litter,NA,NA,C-2856,S-07345,Yes,Some (11-25),no,20.039914,-155.441556,Big Island,Leaf litter,Wild forest,Partially Obstructed,yes,3,A,2,21.9,69,87.6,21.9,669.971831,2017-08-17,14:51:00,0,Unknown,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-2856.thumb.jpg
PCR -,Leaf litter,NA,NA,C-2856,S-07356,Yes,Some (11-25),no,20.039914,-155.441556,Big Island,Leaf litter,Wild forest,Partially Obstructed,yes,3,A,2,21.9,69,87.6,21.9,669.971831,2017-08-17,14:51:00,0,Unknown,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-2856.thumb.jpg
PCR -,Leaf litter,NA,NA,C-2875,S-07261,Yes,Few (4-10),no,20.039903,-155.441594,Big Island,Leaf litter,Wild forest,Partially Obstructed,yes,3,D,1,21.1,69,83.8,22.6,670.1843318,2017-08-17,14:54:00,0,Unknown,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-2875.thumb.jpg
PCR -,Leaf litter,NA,NA,C-2875,S-07304,Yes,Few (4-10),no,20.039903,-155.441594,Big Island,Leaf litter,Wild forest,Partially Obstructed,yes,3,D,1,21.1,69,83.8,22.6,670.1843318,2017-08-17,14:54:00,0,Unknown,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-2875.thumb.jpg
PCR -,Leaf litter,NA,NA,C-2879,S-07380,Yes,Few (4-10),no,20.039864,-155.441644,Big Island,Leaf litter,Wild forest,Partially Obstructed,yes,3,E,3,20.5,67,84.2,22.6,671.08125,2017-08-17,14:55:00,0,Unknown,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-2879.thumb.jpg
PCR -,Leaf litter,NA,NA,C-2962,S-06209,Yes,Very Few (1-3),no,19.423861,-155.222475,Big Island,Leaf litter,Rural garden,Partially Obstructed,yes,1,D,2,14.8,71.5,94,18.5,1120.374853,2017-08-14,08:03:00,0,Unknown,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-2962.thumb.jpg
PCR -,Leaf litter,NA,NA,C-3122,S-07227,Yes,Few (4-10),no,20.038614,-155.439544,Big Island,Leaf litter,Wild forest,Partially Obstructed,yes,3,A,3,22.5,69,87.1,21.9,660.1563981,2017-08-17,14:50:00,0,Unknown,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-3122.thumb.jpg
PCR -,Leaf litter,NA,NA,C-3122,S-07334,Yes,Few (4-10),no,20.038614,-155.439544,Big Island,Leaf litter,Wild forest,Partially Obstructed,yes,3,A,3,22.5,69,87.1,21.9,660.1563981,2017-08-17,14:50:00,0,Unknown,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-3122.thumb.jpg
PCR -,Leaf litter,NA,NA,C-3122,S-07335,Yes,Few (4-10),no,20.038614,-155.439544,Big Island,Leaf litter,Wild forest,Partially Obstructed,yes,3,A,3,22.5,69,87.1,21.9,660.1563981,2017-08-17,14:50:00,0,Unknown,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-3122.thumb.jpg
PCR -,Leaf litter,NA,NA,C-3143,S-07635,Yes,Some (11-25),no,20.039917,-155.441542,Big Island,Leaf litter,Wild forest,Partially Obstructed,yes,3,D,2,19.8,68.5,80.9,22.6,655.4961832,2017-08-17,14:55:00,0,Unknown,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-3143.thumb.jpg
PCR -,Leaf litter,NA,NA,C-3143,S-07637,Yes,Some (11-25),no,20.039917,-155.441542,Big Island,Leaf litter,Wild forest,Partially Obstructed,yes,3,D,2,19.8,68.5,80.9,22.6,655.4961832,2017-08-17,14:55:00,0,Unknown,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-3143.thumb.jpg
PCR -,Leaf litter,NA,NA,C-3147,S-07262,Yes,Few (4-10),no,20.039908,-155.441533,Big Island,Leaf litter,Wild forest,Partially Obstructed,yes,3,D,3,18.5,69,79.9,23.3,654.7903226,2017-08-17,14:56:00,0,Unknown,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-3147.thumb.jpg
PCR -,Leaf litter,NA,NA,C-3147,S-07317,Yes,Few (4-10),no,20.039908,-155.441533,Big Island,Leaf litter,Wild forest,Partially Obstructed,yes,3,D,3,18.5,69,79.9,23.3,654.7903226,2017-08-17,14:56:00,0,Unknown,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-3147.thumb.jpg
PCR -,Leaf litter,NA,NA,C-3151,S-07529,Yes,Few (4-10),no,20.039897,-155.441531,Big Island,Leaf litter,Wild forest,Partially Obstructed,yes,3,C,1,19.8,67.5,81.9,22.6,656.5362319,2017-08-17,14:54:00,0,Unknown,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-3151.thumb.jpg
PCR -,Leaf litter,NA,NA,C-3151,S-07535,Yes,Few (4-10),no,20.039897,-155.441531,Big Island,Leaf litter,Wild forest,Partially Obstructed,yes,3,C,1,19.8,67.5,81.9,22.6,656.5362319,2017-08-17,14:54:00,0,Unknown,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-3151.thumb.jpg
PCR -,Fruit/nut/veg,NA,NA,C-3155,S-07416,Yes,Some (11-25),no,20.039908,-155.441503,Big Island,Fruit/nut/vegetable,Wild forest,Partially Obstructed,yes,3,B,2,21.5,NA,NA,NA,655.4036697,2017-08-17,14:53:00,0,Unknown,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-3155.thumb.jpg
PCR -,Leaf litter,NA,NA,C-3189,S-07264,Yes,Some (11-25),no,20.039869,-155.441464,Big Island,Leaf litter,Wild forest,Partially Obstructed,yes,3,A,1,21.6,68.5,85.7,21.9,653.640118,2017-08-17,14:50:00,0,Unknown,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-3189.thumb.jpg
PCR -,Leaf litter,NA,NA,C-3189,S-07319,Yes,Some (11-25),no,20.039869,-155.441464,Big Island,Leaf litter,Wild forest,Partially Obstructed,yes,3,A,1,21.6,68.5,85.7,21.9,653.640118,2017-08-17,14:50:00,0,Unknown,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-3189.thumb.jpg
PCR -,Leaf litter,NA,NA,C-3193,S-07338,Yes,Few (4-10),no,20.039886,-155.441525,Big Island,Leaf litter,Wild forest,Partially Obstructed,yes,3,E,1,19.5,64.5,76.6,24,651.7148289,2017-08-17,14:56:00,0,Unknown,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-3193.thumb.jpg
PCR -,Leaf litter,NA,NA,C-3193,S-07370,Yes,Few (4-10),no,20.039886,-155.441525,Big Island,Leaf litter,Wild forest,Partially Obstructed,yes,3,E,1,19.5,64.5,76.6,24,651.7148289,2017-08-17,14:56:00,0,Unknown,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-3193.thumb.jpg
PCR -,Leaf litter,NA,NA,C-3193,S-07371,Yes,Few (4-10),no,20.039886,-155.441525,Big Island,Leaf litter,Wild forest,Partially Obstructed,yes,3,E,1,19.5,64.5,76.6,24,651.7148289,2017-08-17,14:56:00,0,Unknown,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-3193.thumb.jpg
PCR -,Fruit/nut/veg,NA,NA,C-3197,S-07300,Yes,Some (11-25),no,20.039886,-155.441531,Big Island,Fruit/nut/vegetable,Wild forest,Partially Obstructed,yes,3,F,1,19.4,NA,76.5,23.3,651.980315,2017-08-17,14:57:00,0,Unknown,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-3197.thumb.jpg
PCR -,Fruit/nut/veg,NA,NA,C-3197,S-07309,Yes,Some (11-25),no,20.039886,-155.441531,Big Island,Fruit/nut/vegetable,Wild forest,Partially Obstructed,yes,3,F,1,19.4,NA,76.5,23.3,651.980315,2017-08-17,14:57:00,0,Unknown,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-3197.thumb.jpg
PCR -,Fruit/nut/veg,NA,NA,C-3201,S-07377,Yes,Proliferating (25+),no,20.039869,-155.441531,Big Island,Fruit/nut/vegetable,Wild forest,Partially Obstructed,yes,3,A,0,19.4,NA,78.2,24,649.3469388,2017-08-17,14:58:00,0,Unknown,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-3201.thumb.jpg
PCR -,Fruit/nut/veg,NA,NA,C-3201,S-07389,Yes,Proliferating (25+),no,20.039869,-155.441531,Big Island,Fruit/nut/vegetable,Wild forest,Partially Obstructed,yes,3,A,0,19.4,NA,78.2,24,649.3469388,2017-08-17,14:58:00,0,Unknown,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-3201.thumb.jpg
PCR -,Leaf litter,NA,NA,C-3304,S-07677,Yes,Few (4-10),no,20.036883,-155.441736,Big Island,Leaf litter,Wild forest,Partially Obstructed,yes,2,E,3,20.3,59,75.5,23.3,674.5319149,2017-08-17,14:11:00,0,Unknown,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-3304.thumb.jpg
PCR -,Leaf litter,NA,NA,C-3312,S-07585,Yes,Some (11-25),no,20.036886,-155.441697,Big Island,Leaf litter,Wild forest,Partially Obstructed,yes,2,D,3,20.2,68,75,24,676.3317536,2017-08-17,14:10:00,0,Unknown,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-3312.thumb.jpg
PCR -,Leaf litter,NA,NA,C-3312,S-07587,Yes,Some (11-25),no,20.036886,-155.441697,Big Island,Leaf litter,Wild forest,Partially Obstructed,yes,2,D,3,20.2,68,75,24,676.3317536,2017-08-17,14:10:00,0,Unknown,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-3312.thumb.jpg
PCR -,Leaf litter,NA,NA,C-3312,S-07589,Yes,Some (11-25),no,20.036886,-155.441697,Big Island,Leaf litter,Wild forest,Partially Obstructed,yes,2,D,3,20.2,68,75,24,676.3317536,2017-08-17,14:10:00,0,Unknown,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-3312.thumb.jpg
PCR -,Leaf litter,NA,NA,C-3320,S-07597,Yes,Proliferating (25+),no,20.036861,-155.441717,Big Island,Leaf litter,Wild forest,Partially Obstructed,yes,2,A,2,20.6,68.5,78.5,22.6,675.7861272,2017-08-17,14:07:00,0,Unknown,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-3320.thumb.jpg
PCR -,Leaf litter,NA,NA,C-3320,S-07600,Yes,Proliferating (25+),no,20.036861,-155.441717,Big Island,Leaf litter,Wild forest,Partially Obstructed,yes,2,A,2,20.6,68.5,78.5,22.6,675.7861272,2017-08-17,14:07:00,0,Unknown,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-3320.thumb.jpg
PCR -,Leaf litter,NA,NA,C-3320,S-07611,Yes,Proliferating (25+),no,20.036861,-155.441717,Big Island,Leaf litter,Wild forest,Partially Obstructed,yes,2,A,2,20.6,68.5,78.5,22.6,675.7861272,2017-08-17,14:07:00,0,Unknown,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-3320.thumb.jpg
PCR -,Leaf litter,NA,NA,C-3320,S-07612,Yes,Proliferating (25+),no,20.036861,-155.441717,Big Island,Leaf litter,Wild forest,Partially Obstructed,yes,2,A,2,20.6,68.5,78.5,22.6,675.7861272,2017-08-17,14:07:00,0,Unknown,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-3320.thumb.jpg
PCR -,Leaf litter,NA,NA,C-3324,S-07555,Yes,Few (4-10),no,20.036894,-155.441711,Big Island,Leaf litter,Wild forest,Partially Obstructed,yes,2,A,1,21.3,67.5,79.4,22.6,676.9528302,2017-08-17,14:05:00,0,Unknown,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-3324.thumb.jpg
PCR -,Leaf litter,NA,NA,C-3324,S-07584,Yes,Few (4-10),no,20.036894,-155.441711,Big Island,Leaf litter,Wild forest,Partially Obstructed,yes,2,A,1,21.3,67.5,79.4,22.6,676.9528302,2017-08-17,14:05:00,0,Unknown,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-3324.thumb.jpg
PCR -,Leaf litter,NA,NA,C-3324,S-07588,Yes,Few (4-10),no,20.036894,-155.441711,Big Island,Leaf litter,Wild forest,Partially Obstructed,yes,2,A,1,21.3,67.5,79.4,22.6,676.9528302,2017-08-17,14:05:00,0,Unknown,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-3324.thumb.jpg
PCR -,Leaf litter,NA,NA,C-3324,S-07591,Yes,Few (4-10),no,20.036894,-155.441711,Big Island,Leaf litter,Wild forest,Partially Obstructed,yes,2,A,1,21.3,67.5,79.4,22.6,676.9528302,2017-08-17,14:05:00,0,Unknown,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-3324.thumb.jpg
Not genotyped,Leaf litter,NA,NA,C-0154,NA,Tracks,NA,NA,22.131372,-159.660394,Kauai,Leaf litter,Wild forest,Partially Obstructed,yes,6,A,3,17.7,40.5,77.8,19.5,1155.797101,2017-08-08,08:53:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-0154.thumb.jpg
Not genotyped,Flower,NA,NA,C-0261,S-07497,Yes,Some (11-25),yes,22.081542,-159.426017,Kauai,Rotting flower,Wild forest,Obstructed,yes,9,E,3,23.1,NA,79.5,24.9,280.1080139,2017-08-09,11:39:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-0261.thumb.jpg
Not genotyped,Flower,NA,NA,C-0261,S-07511,Yes,Some (11-25),yes,22.081542,-159.426017,Kauai,Rotting flower,Wild forest,Obstructed,yes,9,E,3,23.1,NA,79.5,24.9,280.1080139,2017-08-09,11:39:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-0261.thumb.jpg
Not genotyped,Leaf litter,NA,NA,C-0262,S-05599,Yes,Few (4-10),no,22.081506,-159.426217,Kauai,Leaf litter,Wild forest,Obstructed,yes,9,F,3,22,64.5,77.1,24.9,282.74375,2017-08-09,11:40:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-0262.thumb.jpg
Not genotyped,Leaf litter,NA,NA,C-0262,S-05606,Yes,Few (4-10),no,22.081506,-159.426217,Kauai,Leaf litter,Wild forest,Obstructed,yes,9,F,3,22,64.5,77.1,24.9,282.74375,2017-08-09,11:40:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-0262.thumb.jpg
Not genotyped,Leaf litter,NA,NA,C-0271,S-07476,Yes,Few (4-10),no,22.081467,-159.426286,Kauai,Leaf litter,Wild forest,Obstructed,yes,9,D,2,23,59,77.5,24.9,281.0586957,2017-08-09,11:48:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-0271.thumb.jpg
Not genotyped,Leaf litter,NA,NA,C-0275,S-05603,Yes,Few (4-10),no,22.081447,-159.426214,Kauai,Leaf litter,Wild forest,Obstructed,yes,9,C,3,22.2,68.5,79.8,24.9,281.8470255,2017-08-09,11:45:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-0275.thumb.jpg
Not genotyped,Leaf litter,NA,NA,C-0287,S-07494,Yes,Few (4-10),no,22.081397,-159.426083,Kauai,Leaf litter,Wild forest,Obstructed,yes,9,A,2,22.1,67,76.1,26.3,287.0356234,2017-08-09,11:43:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-0287.thumb.jpg
Not genotyped,Leaf litter,NA,NA,C-0288,S-07489,Yes,Few (4-10),no,22.081539,-159.426136,Kauai,Leaf litter,Wild forest,Obstructed,yes,9,A,3,22.1,69.5,80.4,25.6,287.6963907,2017-08-09,11:42:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-0288.thumb.jpg
Not genotyped,Leaf litter,NA,NA,C-0291,S-07514,Yes,Very Few (1-3),no,22.081581,-159.425928,Kauai,Leaf litter,Wild forest,Obstructed,yes,9,E,1,22.9,67,79.5,24.9,283.2188552,2017-08-09,11:39:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-0291.thumb.jpg
Not genotyped,Leaf litter,NA,NA,C-0293,S-07461,Yes,Few (4-10),no,22.081589,-159.426014,Kauai,Leaf litter,Wild forest,Partially Obstructed,yes,8,F,2,22.8,62,78.2,24.9,276.9055118,2017-08-09,11:28:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-0293.thumb.jpg
Not genotyped,Leaf litter,NA,NA,C-0293,S-07462,Yes,Few (4-10),no,22.081589,-159.426014,Kauai,Leaf litter,Wild forest,Partially Obstructed,yes,8,F,2,22.8,62,78.2,24.9,276.9055118,2017-08-09,11:28:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-0293.thumb.jpg
Not genotyped,Leaf litter,NA,NA,C-0293,S-07463,Yes,Few (4-10),no,22.081589,-159.426014,Kauai,Leaf litter,Wild forest,Partially Obstructed,yes,8,F,2,22.8,62,78.2,24.9,276.9055118,2017-08-09,11:28:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-0293.thumb.jpg
Not genotyped,Leaf litter,NA,NA,C-0295,S-05529,Yes,Very Few (1-3),no,22.081661,-159.425992,Kauai,Leaf litter,Wild forest,Partially Obstructed,yes,8,C,1,22.7,66.5,74.1,25.6,276.4111111,2017-08-09,11:32:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-0295.thumb.jpg
Not genotyped,Leaf litter,NA,NA,C-0295,S-05536,Yes,Very Few (1-3),no,22.081661,-159.425992,Kauai,Leaf litter,Wild forest,Partially Obstructed,yes,8,C,1,22.7,66.5,74.1,25.6,276.4111111,2017-08-09,11:32:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-0295.thumb.jpg
Not genotyped,Leaf litter,NA,NA,C-0296,NA,Tracks,NA,NA,22.081606,-159.426014,Kauai,Leaf litter,Wild forest,Partially Obstructed,yes,8,A,0,22.8,64,75.1,25.6,283.4252874,2017-08-09,11:35:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-0296.thumb.jpg
Not genotyped,Leaf litter,NA,NA,C-0298,S-05542,Yes,Few (4-10),no,22.081633,-159.425944,Kauai,Leaf litter,Wild forest,Partially Obstructed,yes,8,F,3,22.4,60,81.4,24.9,275.2277228,2017-08-09,11:27:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-0298.thumb.jpg
Not genotyped,Leaf litter,NA,NA,C-0327,NA,Tracks,NA,NA,20.949403,-156.535331,Maui,Leaf litter,Wild forest,Partially Obstructed,yes,13,D,3,21.2,68.5,87.8,23.6,418.1606648,2017-08-13,15:39:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-0327.thumb.jpg
Not genotyped,Leaf litter,NA,NA,C-0331,S-06528,Yes,Very Few (1-3),no,20.949444,-156.535461,Maui,Leaf litter,Wild forest,Partially Obstructed,yes,13,E,3,21.3,57,88.8,23.6,425.0687023,2017-08-13,15:41:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-0331.thumb.jpg
Not genotyped,Leaf litter,NA,NA,C-0485,NA,Tracks,NA,NA,22.149054,-159.64138,Kauai,Leaf litter,Wild forest,Partially Obstructed,yes,5,C,1,17.2,28,69.1,20.5,1254,2017-08-08,10:03:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-0485.thumb.jpg
Not genotyped,Leaf litter,NA,NA,C-0486,NA,Tracks,NA,NA,22.149121,-159.641363,Kauai,Leaf litter,Wild forest,Partially Obstructed,yes,5,C,2,17.1,34,69.1,20.5,1254,2017-08-08,10:02:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-0486.thumb.jpg
Not genotyped,Leaf litter,NA,NA,C-0487,NA,Tracks,NA,NA,22.149134,-159.641396,Kauai,Leaf litter,Wild forest,Partially Obstructed,yes,5,B,2,17.9,35,70.2,20.5,1254,2017-08-08,09:59:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-0487.thumb.jpg
Not genotyped,Leaf litter,NA,NA,C-0488,S-05487,Yes,Very Few (1-3),no,22.149134,-159.641355,Kauai,Leaf litter,Wild forest,Partially Obstructed,yes,5,A,1,17.9,34,68.4,21.2,1254,2017-08-08,09:56:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-0488.thumb.jpg
Not genotyped,Leaf litter,NA,NA,C-0489,S-05498,Yes,Very Few (1-3),no,22.1491113,-159.6413417,Kauai,Leaf litter,Wild forest,Partially Obstructed,yes,5,B,1,17.5,36,70.5,20.5,1254,2017-08-08,10:00:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-0489.thumb.jpg
Not genotyped,Leaf litter,NA,NA,C-0490,NA,Tracks,NA,NA,22.149101,-159.641364,Kauai,Leaf litter,Wild forest,Partially Obstructed,yes,5,E,2,17.1,27,72.6,21.2,1254,2017-08-08,10:08:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-0490.thumb.jpg
Not genotyped,Leaf litter,NA,NA,C-0491,S-05490,Yes,Very Few (1-3),no,22.149098,-159.641366,Kauai,Leaf litter,Wild forest,Partially Obstructed,yes,5,E,1,17.7,13,72.1,21.2,1254,2017-08-08,10:07:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-0491.thumb.jpg
Not genotyped,Leaf litter,NA,NA,C-0492,NA,Tracks,NA,NA,22.149104,-159.641349,Kauai,Leaf litter,Wild forest,Partially Obstructed,yes,5,D,2,17.3,35,73.5,20.7,1254,2017-08-08,10:06:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-0492.thumb.jpg
Not genotyped,Leaf litter,NA,NA,C-0493,S-05506,Yes,Very Few (1-3),no,22.1490685,-159.64133,Kauai,Leaf litter,Wild forest,Partially Obstructed,yes,5,D,1,17.4,15,73.5,20.5,1254,2017-08-08,10:05:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-0493.thumb.jpg
Not genotyped,Leaf litter,NA,NA,C-0522,NA,Tracks,NA,NA,22.131483,-159.660422,Kauai,Leaf litter,Wild forest,Partially Obstructed,yes,6,E,1,17.2,43.5,76,19.7,1150.415842,2017-08-08,08:58:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-0522.thumb.jpg
Not genotyped,Leaf litter,NA,NA,C-0525,S-05441,Yes,Very Few (1-3),no,22.131492,-159.660439,Kauai,Leaf litter,Wild forest,Partially Obstructed,yes,6,C,2,17.4,50.5,76.6,18.8,1153.42623,2017-08-08,09:02:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-0525.thumb.jpg
Not genotyped,Leaf litter,NA,NA,C-0525,S-05448,Yes,Very Few (1-3),no,22.131492,-159.660439,Kauai,Leaf litter,Wild forest,Partially Obstructed,yes,6,C,2,17.4,50.5,76.6,18.8,1153.42623,2017-08-08,09:02:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-0525.thumb.jpg
Not genotyped,Leaf litter,NA,NA,C-0526,S-05478,Yes,Very Few (1-3),no,22.1315,-159.660456,Kauai,Leaf litter,Wild forest,Partially Obstructed,yes,6,B,1,17.5,45,76.6,19.5,1155.064286,2017-08-08,09:03:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-0526.thumb.jpg
Not genotyped,Leaf litter,NA,NA,C-0563,NA,Tracks,NA,NA,21.138192,-156.965661,Molokai,Leaf litter,Wild forest,Partially Obstructed,yes,20,A,3,21.5,63,66.2,26,756.5766871,2017-08-12,12:22:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-0563.thumb.jpg
Not genotyped,Leaf litter,NA,NA,C-0566,S-05303,Yes,Very Few (1-3),no,22.1214994,-159.6641103,Kauai,Leaf litter,Wild forest,Obstructed,yes,4,B,2,15.4,52.5,74.4,18.8,1121,2017-08-07,08:19:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-0566.thumb.jpg
Not genotyped,Leaf litter,NA,NA,C-0569,S-05260,Yes,Very Few (1-3),no,22.121844,-159.664492,Kauai,Leaf litter,Wild forest,Partially Obstructed,yes,4,E,2,16.8,50.5,77.5,18.8,1115.05102,2017-08-07,08:25:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-0569.thumb.jpg
