isotype,strain,c_label,s_label,worms_on_sample,approximate_number_of_worms,latitude,longitude,island,landscape,sky_view,gridsect,gridsect_number,gridsect_direction,gridsect_radius,substrate_temperature,substrate_moisture,ambient_humidity,ambient_temperature,altitude,date,time,pcr_positive,species_id,photo_url_thumb,fixed_substrate
ECA712,ECA711,C-3097,S-06054,Yes,Proliferating (25+),19.423864,-155.222478,Big Island,Rural garden,Partially Obstructed,yes,1,A,1,15.4,71.5,94,18.5,1119.876923,2017-08-14,07:56:00,1,C. elegans,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-3097.thumb.jpg,Leaf litter
ECA712,ECA712,C-3097,S-06058,Yes,Proliferating (25+),19.423864,-155.222478,Big Island,Rural garden,Partially Obstructed,yes,1,A,1,15.4,71.5,94,18.5,1119.876923,2017-08-14,07:56:00,1,C. elegans,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-3097.thumb.jpg,Leaf litter
ECA712,ECA713,C-3097,S-06059,Yes,Proliferating (25+),19.423864,-155.222478,Big Island,Rural garden,Partially Obstructed,yes,1,A,1,15.4,71.5,94,18.5,1119.876923,2017-08-14,07:56:00,1,C. elegans,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-3097.thumb.jpg,Leaf litter
ECA712,ECA714,C-3097,S-06073,Yes,Proliferating (25+),19.423864,-155.222478,Big Island,Rural garden,Partially Obstructed,yes,1,A,1,15.4,71.5,94,18.5,1119.876923,2017-08-14,07:56:00,1,C. elegans,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-3097.thumb.jpg,Leaf litter
ECA712,ECA715,C-3097,S-06076,Yes,Proliferating (25+),19.423864,-155.222478,Big Island,Rural garden,Partially Obstructed,yes,1,A,1,15.4,71.5,94,18.5,1119.876923,2017-08-14,07:56:00,1,C. elegans,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-3097.thumb.jpg,Leaf litter
NA,NA,C-3098,S-07289,Yes,Few (4-10),20.0656,-155.520633,Big Island,Wild forest,Partially Obstructed,no,NA,NA,NA,24.2,69,61,26.7,681.1035857,2017-08-17,11:48:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-3098.thumb.jpg,Leaf litter
NA,NA,C-3098,S-07290,Yes,Few (4-10),20.0656,-155.520633,Big Island,Wild forest,Partially Obstructed,no,NA,NA,NA,24.2,69,61,26.7,681.1035857,2017-08-17,11:48:00,1,Oscheius sp.,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-3098.thumb.jpg,Leaf litter
NA,NA,C-3098,S-07313,Yes,Few (4-10),20.0656,-155.520633,Big Island,Wild forest,Partially Obstructed,no,NA,NA,NA,24.2,69,61,26.7,681.1035857,2017-08-17,11:48:00,1,Oscheius sp.,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-3098.thumb.jpg,Leaf litter
NA,NA,C-3098,S-07342,Yes,Few (4-10),20.0656,-155.520633,Big Island,Wild forest,Partially Obstructed,no,NA,NA,NA,24.2,69,61,26.7,681.1035857,2017-08-17,11:48:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-3098.thumb.jpg,Leaf litter
NA,NA,C-3098,S-07343,Yes,Few (4-10),20.0656,-155.520633,Big Island,Wild forest,Partially Obstructed,no,NA,NA,NA,24.2,69,61,26.7,681.1035857,2017-08-17,11:48:00,1,Heterhabditis zealandica,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-3098.thumb.jpg,Leaf litter
NA,NA,C-3099,S-06042,Yes,Few (4-10),20.039544,-155.438008,Big Island,Wild forest,Partially Obstructed,no,NA,NA,NA,15.5,NA,77.4,21.9,635.0422535,2017-08-13,08:52:00,0,Unknown,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-3099.thumb.jpg,Flower
NA,NA,C-3099,S-06043,Yes,Few (4-10),20.039544,-155.438008,Big Island,Wild forest,Partially Obstructed,no,NA,NA,NA,15.5,NA,77.4,21.9,635.0422535,2017-08-13,08:52:00,0,Unknown,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-3099.thumb.jpg,Flower
NA,NA,C-3099,S-06117,Yes,Few (4-10),20.039544,-155.438008,Big Island,Wild forest,Partially Obstructed,no,NA,NA,NA,15.5,NA,77.4,21.9,635.0422535,2017-08-13,08:52:00,0,Unknown,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-3099.thumb.jpg,Flower
NA,NA,C-3099,S-06118,Yes,Few (4-10),20.039544,-155.438008,Big Island,Wild forest,Partially Obstructed,no,NA,NA,NA,15.5,NA,77.4,21.9,635.0422535,2017-08-13,08:52:00,0,Unknown,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-3099.thumb.jpg,Flower
NA,NA,C-3100,S-07253,Yes,Very Few (1-3),20.035953,-155.441325,Big Island,Wild forest,Partially Obstructed,no,NA,NA,NA,25,64.5,80.4,21.9,682.3211009,2017-08-17,14:19:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-3100.thumb.jpg,Leaf litter
NA,NA,C-3100,S-07254,Yes,Very Few (1-3),20.035953,-155.441325,Big Island,Wild forest,Partially Obstructed,no,NA,NA,NA,25,64.5,80.4,21.9,682.3211009,2017-08-17,14:19:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-3100.thumb.jpg,Leaf litter
NA,NA,C-3101,NA,Tracks,NA,19.423869,-155.222458,Big Island,Agricultural land,Partially Obstructed,yes,1,A,0,17.6,71.5,94,26.944444444444446,1118.421488,2017-08-14,07:53:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-3101.thumb.jpg,Leaf litter
NA,NA,C-3102,S-07558,Yes,Proliferating (25+),20.026892,-155.665764,Big Island,Rural garden,Partially Obstructed,no,NA,NA,NA,19.8,47,67.5,23.3,849.2133333,2017-08-17,12:12:00,0,Unknown,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-3102.thumb.jpg,Leaf litter
NA,NA,C-3102,S-07594,Yes,Proliferating (25+),20.026892,-155.665764,Big Island,Rural garden,Partially Obstructed,no,NA,NA,NA,19.8,47,67.5,23.3,849.2133333,2017-08-17,12:12:00,0,Unknown,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-3102.thumb.jpg,Leaf litter
NA,NA,C-3102,S-07609,Yes,Proliferating (25+),20.026892,-155.665764,Big Island,Rural garden,Partially Obstructed,no,NA,NA,NA,19.8,47,67.5,23.3,849.2133333,2017-08-17,12:12:00,0,Unknown,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-3102.thumb.jpg,Leaf litter
NA,NA,C-3102,S-07682,Yes,Proliferating (25+),20.026892,-155.665764,Big Island,Rural garden,Partially Obstructed,no,NA,NA,NA,19.8,47,67.5,23.3,849.2133333,2017-08-17,12:12:00,0,Unknown,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-3102.thumb.jpg,Leaf litter
NA,NA,C-3103,S-06132,Yes,Very Few (1-3),20.039914,-155.438494,Big Island,Wild forest,Partially Obstructed,no,NA,NA,NA,16.3,70,78.4,22.6,652.1149425,2017-08-13,08:55:00,0,Unknown,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-3103.thumb.jpg,Leaf litter
NA,NA,C-3103,S-06364,Yes,Very Few (1-3),20.039914,-155.438494,Big Island,Wild forest,Partially Obstructed,no,NA,NA,NA,16.3,70,78.4,22.6,652.1149425,2017-08-13,08:55:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-3103.thumb.jpg,Leaf litter
NA,NA,C-3103,S-06365,Yes,Very Few (1-3),20.039914,-155.438494,Big Island,Wild forest,Partially Obstructed,no,NA,NA,NA,16.3,70,78.4,22.6,652.1149425,2017-08-13,08:55:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-3103.thumb.jpg,Leaf litter
NA,NA,C-3104,S-07299,Yes,Some (11-25),20.035958,-155.441183,Big Island,Wild forest,Partially Obstructed,no,NA,NA,NA,19.8,NA,82.3,21.9,682.3211009,2017-08-17,14:20:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-3104.thumb.jpg,Fruit
NA,NA,C-3104,S-07307,Yes,Some (11-25),20.035958,-155.441183,Big Island,Wild forest,Partially Obstructed,no,NA,NA,NA,19.8,NA,82.3,21.9,682.3211009,2017-08-17,14:20:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-3104.thumb.jpg,Fruit
NA,NA,C-3104,S-07310,Yes,Some (11-25),20.035958,-155.441183,Big Island,Wild forest,Partially Obstructed,no,NA,NA,NA,19.8,NA,82.3,21.9,682.3211009,2017-08-17,14:20:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-3104.thumb.jpg,Fruit
NA,NA,C-3104,S-07311,Yes,Some (11-25),20.035958,-155.441183,Big Island,Wild forest,Partially Obstructed,no,NA,NA,NA,19.8,NA,82.3,21.9,682.3211009,2017-08-17,14:20:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-3104.thumb.jpg,Fruit
NA,NA,C-3104,S-07312,Yes,Some (11-25),20.035958,-155.441183,Big Island,Wild forest,Partially Obstructed,no,NA,NA,NA,19.8,NA,82.3,21.9,682.3211009,2017-08-17,14:20:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-3104.thumb.jpg,Fruit
NA,NA,C-3105,NA,Tracks,NA,19.423853,-155.222481,Big Island,Rural garden,Partially Obstructed,yes,1,A,2,15.7,71.5,94,18.5,1119.423358,2017-08-14,07:58:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-3105.thumb.jpg,Leaf litter
NA,NA,C-3106,S-07444,Yes,Few (4-10),20.0667,-155.515456,Big Island,Wild forest,Partially Obstructed,no,NA,NA,NA,28.5,43,62.4,27.4,621.4086022,2017-08-17,11:47:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-3106.thumb.jpg,Leaf litter
NA,NA,C-3106,S-07449,Yes,Few (4-10),20.0667,-155.515456,Big Island,Wild forest,Partially Obstructed,no,NA,NA,NA,28.5,43,62.4,27.4,621.4086022,2017-08-17,11:47:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-3106.thumb.jpg,Leaf litter
NA,NA,C-3106,S-07450,Yes,Few (4-10),20.0667,-155.515456,Big Island,Wild forest,Partially Obstructed,no,NA,NA,NA,28.5,43,62.4,27.4,621.4086022,2017-08-17,11:47:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-3106.thumb.jpg,Leaf litter
NA,NA,C-3106,S-07458,Yes,Few (4-10),20.0667,-155.515456,Big Island,Wild forest,Partially Obstructed,no,NA,NA,NA,28.5,43,62.4,27.4,621.4086022,2017-08-17,11:47:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-3106.thumb.jpg,Leaf litter
NA,NA,C-3107,S-05991,Yes,Very Few (1-3),20.03989746,-155.4386264,Big Island,Wild forest,Partially Obstructed,no,NA,NA,NA,17.2,70,76,22.6,640,2017-08-13,08:57:00,0,Unknown,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-3107.thumb.jpg,Vegetation
NA,NA,C-3107,S-05995,Yes,Very Few (1-3),20.03989746,-155.4386264,Big Island,Wild forest,Partially Obstructed,no,NA,NA,NA,17.2,70,76,22.6,640,2017-08-13,08:57:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-3107.thumb.jpg,Vegetation
NA,NA,C-3107,S-05996,Yes,Very Few (1-3),20.03989746,-155.4386264,Big Island,Wild forest,Partially Obstructed,no,NA,NA,NA,17.2,70,76,22.6,640,2017-08-13,08:57:00,0,Unknown,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-3107.thumb.jpg,Vegetation
NA,NA,C-3108,S-07540,Yes,Few (4-10),20.036014,-155.441142,Big Island,Wild forest,Partially Obstructed,no,NA,NA,NA,20.8,66,81.8,21.9,682.3211009,2017-08-17,14:22:00,0,Unknown,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-3108.thumb.jpg,Fruit
NA,NA,C-3108,S-07543,Yes,Few (4-10),20.036014,-155.441142,Big Island,Wild forest,Partially Obstructed,no,NA,NA,NA,20.8,66,81.8,21.9,682.3211009,2017-08-17,14:22:00,0,Unknown,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-3108.thumb.jpg,Fruit
NA,NA,C-3108,S-07632,Yes,Few (4-10),20.036014,-155.441142,Big Island,Wild forest,Partially Obstructed,no,NA,NA,NA,20.8,66,81.8,21.9,682.3211009,2017-08-17,14:22:00,0,Unknown,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-3108.thumb.jpg,Fruit
NA,NA,C-3108,S-07636,Yes,Few (4-10),20.036014,-155.441142,Big Island,Wild forest,Partially Obstructed,no,NA,NA,NA,20.8,66,81.8,21.9,682.3211009,2017-08-17,14:22:00,0,Unknown,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-3108.thumb.jpg,Fruit
NA,NA,C-3109,NA,Tracks,NA,20.053303,-155.520606,Big Island,Wild grassland,Partially Obstructed,no,NA,NA,NA,20.7,62.5,70.4,24,792.4144144,2017-08-17,13:13:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-3109.thumb.jpg,Leaf litter
NA,NA,C-3110,S-06004,Yes,Proliferating (25+),20.039511,-155.440733,Big Island,Wild forest,Partially Obstructed,no,NA,NA,NA,18.3,66.5,84.8,21.9,649.0818966,2017-08-13,09:19:00,1,Oscheius sp.,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-3110.thumb.jpg,Vegetation
NA,NA,C-3111,NA,Tracks,NA,20.039914,-155.438556,Big Island,Wild forest,Obstructed,no,NA,NA,NA,16.8,69,77.6,22.6,662.6469595,2017-08-13,08:59:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-3111.thumb.jpg,Leaf litter
NA,NA,C-3112,S-07213,Yes,Few (4-10),19.086564,-155.621325,Big Island,Wild forest,Partially Obstructed,no,NA,NA,NA,22,67,85,23,699.1975309,2017-08-16,10:28:00,0,Unknown,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-3112.thumb.jpg,Leaf litter
NA,NA,C-3112,S-07214,Yes,Few (4-10),19.086564,-155.621325,Big Island,Wild forest,Partially Obstructed,no,NA,NA,NA,22,67,85,23,699.1975309,2017-08-16,10:28:00,0,Unknown,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-3112.thumb.jpg,Leaf litter
NA,NA,C-3112,S-07215,Yes,Few (4-10),19.086564,-155.621325,Big Island,Wild forest,Partially Obstructed,no,NA,NA,NA,22,67,85,23,699.1975309,2017-08-16,10:28:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-3112.thumb.jpg,Leaf litter
NA,NA,C-3112,S-07216,Yes,Few (4-10),19.086564,-155.621325,Big Island,Wild forest,Partially Obstructed,no,NA,NA,NA,22,67,85,23,699.1975309,2017-08-16,10:28:00,1,Unknown,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-3112.thumb.jpg,Leaf litter
NA,NA,C-3113,NA,Tracks,NA,20.049936,-155.513081,Big Island,Wild grassland,Partially Obstructed,no,NA,NA,NA,23.8,69.5,63.8,26,788.1235955,2017-08-17,13:15:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-3113.thumb.jpg,Leaf litter
ECA812,ECA719,C-3114,S-06174,Yes,Few (4-10),20.039858,-155.441419,Big Island,Wild forest,Partially Obstructed,no,NA,NA,NA,19.6,NA,81.1,22.6,655.1933333,2017-08-13,09:21:00,1,C. elegans,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-3114.thumb.jpg,Fruit
ECA807,ECA720,C-3114,S-06175,Yes,Few (4-10),20.039858,-155.441419,Big Island,Wild forest,Partially Obstructed,no,NA,NA,NA,19.6,NA,81.1,22.6,655.1933333,2017-08-13,09:21:00,1,C. elegans,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-3114.thumb.jpg,Fruit
ECA778,ECA721,C-3114,S-06176,Yes,Few (4-10),20.039858,-155.441419,Big Island,Wild forest,Partially Obstructed,no,NA,NA,NA,19.6,NA,81.1,22.6,655.1933333,2017-08-13,09:21:00,1,C. elegans,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-3114.thumb.jpg,Fruit
NA,NA,C-3115,S-05968,Yes,Very Few (1-3),20.039814,-155.438328,Big Island,Wild forest,Partially Obstructed,no,NA,NA,NA,16.8,67.5,75.5,21.9,659.877907,2017-08-13,09:01:00,0,Unknown,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-3115.thumb.jpg,Leaf litter
NA,NA,C-3115,S-05992,Yes,Very Few (1-3),20.039814,-155.438328,Big Island,Wild forest,Partially Obstructed,no,NA,NA,NA,16.8,67.5,75.5,21.9,659.877907,2017-08-13,09:01:00,0,Unknown,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-3115.thumb.jpg,Leaf litter
NA,NA,C-3115,S-06017,Yes,Very Few (1-3),20.039814,-155.438328,Big Island,Wild forest,Partially Obstructed,no,NA,NA,NA,16.8,67.5,75.5,21.9,659.877907,2017-08-13,09:01:00,0,Unknown,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-3115.thumb.jpg,Leaf litter
NA,NA,C-3116,NA,Tracks,NA,19.076644,-155.615733,Big Island,Wild forest,Obstructed,no,NA,NA,NA,21.4,NA,69,25.3,549.0365854,2017-08-16,10:49:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-3116.thumb.jpg,Fungus
NA,NA,C-3117,NA,Tracks,NA,20.050242,-155.506242,Big Island,Wild grassland,Partially Obstructed,no,NA,NA,NA,21.7,67.5,62.8,25.3,792.8676471,2017-08-17,13:17:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-3117.thumb.jpg,Leaf litter
NA,NA,C-3118,S-06267,Yes,Few (4-10),20.039967,-155.442194,Big Island,Wild forest,Partially Obstructed,no,NA,NA,NA,19.4,NA,87.5,21.9,655.5072464,2017-08-13,09:26:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-3118.thumb.jpg,Vegetation
NA,NA,C-3118,S-06268,Yes,Few (4-10),20.039967,-155.442194,Big Island,Wild forest,Partially Obstructed,no,NA,NA,NA,19.4,NA,87.5,21.9,655.5072464,2017-08-13,09:26:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-3118.thumb.jpg,Vegetation
NA,NA,C-3119,S-06218,Yes,Very Few (1-3),19.452456,-155.237106,Big Island,Wild forest,Partially Obstructed,no,NA,NA,NA,15.5,67.5,74.9,22.611111111111114,1143.330882,2017-08-14,16:32:00,1,Rhabditis terricola,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-3119.thumb.jpg,Leaf litter
NA,NA,C-3119,S-06219,Yes,Very Few (1-3),19.452456,-155.237106,Big Island,Wild forest,Partially Obstructed,no,NA,NA,NA,15.5,67.5,74.9,22.611111111111114,1143.330882,2017-08-14,16:32:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-3119.thumb.jpg,Leaf litter
NA,NA,C-3119,S-06220,Yes,Very Few (1-3),19.452456,-155.237106,Big Island,Wild forest,Partially Obstructed,no,NA,NA,NA,15.5,67.5,74.9,22.611111111111114,1143.330882,2017-08-14,16:32:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-3119.thumb.jpg,Leaf litter
NA,NA,C-3120,S-07166,Yes,Very Few (1-3),19.4406,-155.308428,Big Island,Wild forest,Partially Obstructed,no,NA,NA,NA,19.3,49,62.9,22,1263.531646,2017-08-16,15:14:00,0,Unknown,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-3120.thumb.jpg,Leaf litter
NA,NA,C-3121,NA,No,NA,20.056967,-155.469108,Big Island,Wild forest,Partially Obstructed,no,NA,NA,NA,20.7,NA,67.5,25.3,598.0360825,2017-08-17,13:40:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-3121.thumb.jpg,Fruit
NA,NA,C-3122,S-07224,Yes,Few (4-10),20.038614,-155.439544,Big Island,Wild forest,Partially Obstructed,yes,3,A,3,22.5,69,87.1,21.9,660.1563981,2017-08-17,14:50:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-3122.thumb.jpg,Leaf litter
NA,NA,C-3122,S-07227,Yes,Few (4-10),20.038614,-155.439544,Big Island,Wild forest,Partially Obstructed,yes,3,A,3,22.5,69,87.1,21.9,660.1563981,2017-08-17,14:50:00,0,Unknown,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-3122.thumb.jpg,Leaf litter
NA,NA,C-3122,S-07334,Yes,Few (4-10),20.038614,-155.439544,Big Island,Wild forest,Partially Obstructed,yes,3,A,3,22.5,69,87.1,21.9,660.1563981,2017-08-17,14:50:00,0,Unknown,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-3122.thumb.jpg,Leaf litter
NA,NA,C-3122,S-07335,Yes,Few (4-10),20.038614,-155.439544,Big Island,Wild forest,Partially Obstructed,yes,3,A,3,22.5,69,87.1,21.9,660.1563981,2017-08-17,14:50:00,0,Unknown,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-3122.thumb.jpg,Leaf litter
NA,NA,C-3123,NA,Tracks,NA,20.037814,-155.441056,Big Island,Wild forest,Partially Obstructed,no,NA,NA,NA,19.7,67.5,77.9,22.6,681.6219512,2017-08-17,13:43:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-3123.thumb.jpg,Leaf litter
NA,NA,C-3124,NA,Tracks,NA,20.036869,-155.441792,Big Island,Wild forest,Partially Obstructed,no,NA,NA,NA,20.8,64,79.8,22.6,691.6614173,2017-08-17,14:05:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-3124.thumb.jpg,Leaf litter
NA,NA,C-3125,S-07451,Yes,Very Few (1-3),20.058511,-155.474764,Big Island,Wild forest,Partially Obstructed,no,NA,NA,NA,22.8,NA,48.1,29.5,604.9967846,2017-08-17,13:33:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-3125.thumb.jpg,Fruit
NA,NA,C-3126,NA,Tracks,NA,19.115214,-155.818903,Big Island,Wild forest,Partially Obstructed,no,NA,NA,NA,20,49,81.2,23.3,684.9745763,2017-08-15,09:43:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-3126.thumb.jpg,Leaf litter
NA,NA,C-3127,NA,Tracks,NA,20.032403,-155.443525,Big Island,Wild forest,Partially Obstructed,no,NA,NA,NA,21,NA,84.8,21.9,724.9328358,2017-08-17,14:30:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-3127.thumb.jpg,Fruit
NA,NA,C-3128,S-06005,Yes,Proliferating (25+),19.9044,-155.135178,Big Island,Rural garden,Partially Obstructed,no,NA,NA,NA,27.2,70.5,66.2,28.1,79.68008949,2017-08-13,11:47:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-3128.thumb.jpg,Fruit
NA,NA,C-3128,S-06006,Yes,Proliferating (25+),19.9044,-155.135178,Big Island,Rural garden,Partially Obstructed,no,NA,NA,NA,27.2,70.5,66.2,28.1,79.68008949,2017-08-13,11:47:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-3128.thumb.jpg,Fruit
NA,NA,C-3128,S-06007,Yes,Proliferating (25+),19.9044,-155.135178,Big Island,Rural garden,Partially Obstructed,no,NA,NA,NA,27.2,70.5,66.2,28.1,79.68008949,2017-08-13,11:47:00,0,Unknown,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-3128.thumb.jpg,Fruit
NA,NA,C-3128,S-06008,Yes,Proliferating (25+),19.9044,-155.135178,Big Island,Rural garden,Partially Obstructed,no,NA,NA,NA,27.2,70.5,66.2,28.1,79.68008949,2017-08-13,11:47:00,0,Unknown,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-3128.thumb.jpg,Fruit
NA,NA,C-3128,S-06019,Yes,Proliferating (25+),19.9044,-155.135178,Big Island,Rural garden,Partially Obstructed,no,NA,NA,NA,27.2,70.5,66.2,28.1,79.68008949,2017-08-13,11:47:00,0,Unknown,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-3128.thumb.jpg,Fruit
NA,NA,C-3128,S-06020,Yes,Proliferating (25+),19.9044,-155.135178,Big Island,Rural garden,Partially Obstructed,no,NA,NA,NA,27.2,70.5,66.2,28.1,79.68008949,2017-08-13,11:47:00,0,Unknown,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-3128.thumb.jpg,Fruit
NA,NA,C-3129,S-06087,Yes,Very Few (1-3),20.039867,-155.439422,Big Island,Wild forest,Partially Obstructed,no,NA,NA,NA,16.2,66,83.2,22.6,651.1530612,2017-08-13,09:02:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-3129.thumb.jpg,Leaf litter
NA,NA,C-3129,S-06088,Yes,Very Few (1-3),20.039867,-155.439422,Big Island,Wild forest,Partially Obstructed,no,NA,NA,NA,16.2,66,83.2,22.6,651.1530612,2017-08-13,09:02:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-3129.thumb.jpg,Leaf litter
NA,NA,C-3130,S-07197,Yes,Few (4-10),19.115375,-155.818417,Big Island,Wild forest,Partially Obstructed,no,NA,NA,NA,21.2,50,81.3,24,664.4883721,2017-08-15,09:46:00,0,Unknown,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-3130.thumb.jpg,Leaf litter
NA,NA,C-3130,S-07198,Yes,Few (4-10),19.115375,-155.818417,Big Island,Wild forest,Partially Obstructed,no,NA,NA,NA,21.2,50,81.3,24,664.4883721,2017-08-15,09:46:00,0,Unknown,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-3130.thumb.jpg,Leaf litter
NA,NA,C-3130,S-07211,Yes,Few (4-10),19.115375,-155.818417,Big Island,Wild forest,Partially Obstructed,no,NA,NA,NA,21.2,50,81.3,24,664.4883721,2017-08-15,09:46:00,0,Unknown,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-3130.thumb.jpg,Leaf litter
NA,NA,C-3130,S-07220,Yes,Few (4-10),19.115375,-155.818417,Big Island,Wild forest,Partially Obstructed,no,NA,NA,NA,21.2,50,81.3,24,664.4883721,2017-08-15,09:46:00,0,Unknown,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-3130.thumb.jpg,Leaf litter
NA,NA,C-3131,S-06163,Yes,Very Few (1-3),20.03954228,-155.4382309,Big Island,Wild forest,Partially Obstructed,no,NA,NA,NA,20.8,57.5,76,22.6,643,2017-08-13,08:54:00,0,Unknown,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-3131.thumb.jpg,Leaf litter
